roc_length,smooth_length,flip_accuracy,whipsaw_rate,avg_trend_duration,zone_accuracy,composite_score,total_flips,total_extreme_entries,bars_tested
16,8,0.7933130699088146,0.1702127659574468,23.640243902439025,0.772093023255814,0.6159758987537081,329,215,7851
14,8,0.7789954337899543,0.1589041095890411,21.302197802197803,0.7877358490566038,0.6146493024196069,365,212,7851
10,8,0.8001525553012967,0.2128146453089245,17.78669724770642,0.8119266055045872,0.6099663873666522,437,218,7851
12,8,0.7938060309698453,0.21026894865525672,19.00735294117647,0.7853658536585366,0.6051748039095965,409,205,7851
12,6,0.8023340627279358,0.2210065645514223,17.00438596491228,0.7877358490566038,0.6045550977149057,457,212,7851
16,6,0.7897977132805628,0.21372031662269128,20.51058201058201,0.7733333333333333,0.602061521467293,379,225,7851
14,6,0.7881694644284573,0.2182254196642686,18.63221153846154,0.7924528301886793,0.6020370212135651,417,212,7851
16,5,0.7958847736625515,0.23703703703703705,19.190594059405942,0.7899159663865546,0.6000095578877027,405,238,7851
12,5,0.8050443081117927,0.24693877551020407,15.950920245398773,0.7962962962962963,0.5996337861384109,490,216,7851
20,8,0.7774086378737541,0.21926910299003322,25.85,0.72,0.5917386184801563,301,226,7851
14,5,0.7820224719101123,0.24887892376681614,17.528089887640448,0.786046511627907,0.5905580774005466,446,215,7851
10,6,0.8048624440179143,0.27586206896551724,14.971209213051823,0.7747747747747747,0.5884871418305094,522,222,7851
20,6,0.778437190900099,0.26112759643916916,23.080357142857142,0.7542372881355932,0.5850057028647337,337,237,7851
8,8,0.7675350701402807,0.238,15.6312625250501,0.7725321888412017,0.5849720528976005,500,233,7851
16,4,0.7998560115190784,0.2995689655172414,16.846652267818573,0.7918367346938775,0.5845618578697072,464,245,7851
12,4,0.8031687995124924,0.2956204379562044,14.259597806215723,0.7882882882882883,0.5845286030920447,548,222,7851
14,4,0.7813547954393024,0.2931726907630522,15.694164989939638,0.7816593886462883,0.5774249241933137,498,229,7851
20,5,0.7816711590296496,0.29649595687331537,20.95945945945946,0.7411764705882353,0.5739856607912438,371,256,7851
16,3,0.7855711422845691,0.322,15.629258517034069,0.7924528301886793,0.5732714980745792,500,265,7851
10,5,0.7921774664331581,0.3111888111888112,13.660245183887916,0.7623318385650224,0.5725143711098015,572,223,7851
8,6,0.7847105115233277,0.28619528619528617,13.15177065767285,0.71900826446281,0.569326954151391,594,242,7851
6,8,0.7842484747642818,0.3023255813953488,12.9783693843594,0.7396694214876033,0.5681214084363755,602,242,7851
20,4,0.7849462365591399,0.3176178660049628,19.291044776119403,0.7294117647058823,0.5670242056061993,403,256,7851
8,4,0.797534376481745,0.3309659090909091,11.093883357041252,0.7250996015936255,0.5622257624441626,704,251,7851
5,8,0.7803145611364789,0.3282674772036474,11.87062404870624,0.7479338842975206,0.5607932537286869,658,242,7851
8,5,0.7823860727086535,0.3174846625766871,11.980030721966205,0.7137096774193549,0.559150032307071,652,248,7851
14,3,0.7779730521382543,0.34385964912280703,13.708260105448154,0.7573221757322176,0.5586542460553559,570,239,7851
6,6,0.7889995258416311,0.3352272727272727,11.093883357041252,0.7276422764227642,0.5585546250354027,704,246,7851
6,5,0.7845474613686534,0.33465608465608465,10.329801324503311,0.7222222222222222,0.555839576892834,756,252,7851
20,3,0.7829286239882266,0.36644591611479027,17.1570796460177,0.7414448669201521,0.5545569536785568,453,264,7851
10,4,0.7705426356589147,0.3498452012383901,12.093023255813954,0.759656652360515,0.5538787015152374,646,233,7851
8,3,0.8001668752607426,0.37875,9.760951188986233,0.7461538461538462,0.5535103577319118,800,260,7851
6,4,0.7864393016646366,0.3564476885644769,9.499390986601705,0.728,0.5513916302741374,822,250,7851
16,2,0.7865748709122203,0.39862542955326463,13.423407917383821,0.7710437710437711,0.5498502654104052,582,297,7851
5,6,0.7809899255365748,0.35958005249343833,10.248357424441524,0.7172131147540983,0.5475602127839195,762,244,7851
12,3,0.7848164906988436,0.39759036144578314,11.763197586727,0.7541666666666667,0.5459047095876629,664,240,7851
6,3,0.7902940134608573,0.4023354564755839,8.287991498405951,0.7607843137254902,0.5454149907326222,942,255,7851
5,5,0.7880278802788028,0.3783783783783784,9.592865928659286,0.7148760330578512,0.5445558958904371,814,242,7851
10,3,0.7759784075573549,0.39622641509433965,10.524966261808368,0.7509881422924901,0.5418870065036117,742,253,7851
5,4,0.7800951335528724,0.40460526315789475,8.5609220636663,0.7250996015936255,0.5360990432562944,912,251,7851
14,2,0.7759882869692533,0.44590643274853803,11.418740849194728,0.7655677655677655,0.5322266140412841,684,273,7851
5,3,0.7927578402845133,0.45454545454545453,7.549854791868345,0.7519083969465649,0.5314233522022892,1034,262,7851
8,2,0.7912772585669782,0.4699170124481328,8.09865005192108,0.7544483985765125,0.5277927659678937,964,281,7851
6,2,0.7872369305028538,0.4827882960413081,6.717484926787252,0.7761194029850746,0.5255318699511525,1162,268,7851
10,2,0.781262098335269,0.46751740139211134,9.058072009291521,0.7482014388489209,0.5245613376429871,862,278,7851
20,2,0.7592931139549055,0.4424131627056673,14.203296703296703,0.7321428571428571,0.5240162612802455,547,281,7851
12,2,0.782002534854246,0.47341772151898737,9.884664131812421,0.7381818181818182,0.5223688920301525,790,275,7851
5,2,0.7863369663876046,0.5396440129449838,6.314979757085021,0.7601476014760148,0.5083508429937672,1236,271,7851
