symbol,timeframe,base_length,step_mult,smoothing,flip_accuracy,whipsaw_rate,avg_trend_duration,squeeze_accuracy,total_flips,total_squeezes,bars_tested,composite_score
AMZN,5min,16,1.8,3,0.802675585284281,0.10813823857302118,50.34969325153374,0.4682730923694779,1794,1246,90357,0.8241428590616647
AMZN,5min,15,1.8,3,0.7931726907630523,0.09802847754654984,49.466849315068494,0.46671597633136097,1826,1353,90357,0.8187271571862993
AMZN,5min,16,1.7,3,0.8044770898915704,0.09338929695697797,47.38897637795276,0.4617543859649123,1906,1425,90357,0.8127820459450764
AMZN,5min,14,1.8,3,0.7978539286950502,0.09968847352024922,46.896623376623374,0.46048109965635736,1926,1455,90357,0.8062534851059201
AMZN,5min,16,1.6,3,0.7962776659959759,0.09808853118712274,45.43281328636135,0.4632665452337584,1988,1647,90357,0.7992513780621671
AMZN,5min,13,1.8,3,0.7926850462744648,0.10080240722166499,45.29754139488209,0.45710627400768244,1994,1562,90357,0.7957197895226803
AMZN,5min,15,1.7,3,0.7922165820642978,0.1065989847715736,45.84713052310818,0.44921875,1970,1536,90357,0.7956524144205769
AMZN,5min,14,1.7,3,0.8016732283464568,0.09891732283464567,44.44854751354013,0.45958986731001206,2032,1658,90357,0.7954939764794134
AMZN,5min,15,1.6,3,0.796808160579138,0.10069101678183613,44.58024691358025,0.4565342544617156,2026,1737,90357,0.793543360893981
AMZN,5min,12,1.8,3,0.7940129449838188,0.10097087378640776,43.843127731908694,0.45140515222482436,2060,1708,90357,0.7880657074752233
AMZN,5min,13,1.7,3,0.7935514918190568,0.09865255052935515,43.46413095811266,0.4597315436241611,2078,1788,90357,0.787850915736403
AMZN,5min,16,1.5,3,0.8001912045889101,0.10325047801147227,43.17360114777618,0.4413196322336398,2092,1849,90357,0.7848209866448735
AMZN,5min,14,1.6,3,0.7945920303605313,0.10009487666034156,42.84622686283816,0.4450959488272921,2108,1876,90357,0.78259112061481
AMZN,5min,12,1.7,3,0.7920174618023075,0.08933582787652011,42.24473561066916,0.44805876180482684,2138,1906,90357,0.7818376371588872
AMZN,5min,15,1.5,3,0.7969278033794164,0.0944700460829493,41.6210235131397,0.43727598566308246,2170,1953,90357,0.7775583845592169
AMZN,5min,11,1.8,3,0.7900432900432901,0.10435992578849722,41.890951276102086,0.45608292416803053,2156,1833,90357,0.7768376409219584
AMZN,5min,13,1.6,3,0.7932182864062973,0.09763851044504995,41.01590186278964,0.44089775561097255,2202,2005,90357,0.7730066084971003
AMZN,5min,10,1.8,3,0.7923008057296329,0.09176365264100268,40.44155844155844,0.44674698795180723,2234,2075,90357,0.7721798173660881
AMZN,5min,11,1.7,3,0.7892330383480827,0.10176991150442478,39.97609561752988,0.44281663516068054,2260,2116,90357,0.765703830900773
AMZN,5min,12,1.6,3,0.7977220299884659,0.09948096885813149,39.076590220683684,0.4405039664022399,2312,2143,90357,0.7644340229703953
AMZN,5min,14,1.5,3,0.7900413711583925,0.10505319148936171,40.0470066518847,0.43521594684385384,2256,2107,90357,0.7643779168236936
AMZN,5min,9,1.8,3,0.7919148936170212,0.09829787234042553,38.44444444444444,0.44352376798953336,2350,2293,90357,0.7600114929073194
AMZN,5min,16,1.4,3,0.7892285298398836,0.11048034934497816,39.43861948449104,0.43714555765595464,2290,2116,90357,0.7600052658115495
AMZN,5min,10,1.7,3,0.7954226340915472,0.09898904802021904,38.05520438263801,0.44571428571428573,2374,2275,90357,0.7594623024298587
AMZN,5min,15,1.4,3,0.7945341263098272,0.10875106202209006,38.3659158521037,0.4393013100436681,2354,2290,90357,0.7572916422952751
AMZN,5min,8,1.8,3,0.7928259683578832,0.09492635024549918,36.96602537863283,0.44642857142857145,2444,2520,90357,0.7542682150273948
AMZN,5min,13,1.5,3,0.7838563754594289,0.10644614079728583,38.30080610946118,0.4383016364440513,2358,2261,90357,0.7536574210811011
AMZN,5min,11,1.6,3,0.7946379215035931,0.10862354892205639,37.44296972210701,0.4450063211125158,2412,2373,90357,0.7536329205438759
AMZN,5min,12,1.5,3,0.7940935192780968,0.1029532403609516,37.04349610176446,0.4377542717656631,2438,2458,90357,0.7517886537034005
AMZN,5min,16,1.3,3,0.7938524590163935,0.10286885245901639,37.01394013940139,0.4315235008103728,2440,2468,90357,0.7506440105059179
AMZN,5min,14,1.4,3,0.7929953665849006,0.10588716271463613,36.923108384458075,0.44139650872817954,2446,2406,90357,0.7506193972686164
AMZN,5min,9,1.7,3,0.7914308811641068,0.10428455941794665,36.504245855236555,0.44189723320158103,2474,2530,90357,0.7484678198303598
AMZN,5min,10,1.6,3,0.7853697749196141,0.10008038585209003,36.298753518295136,0.43779160186625193,2488,2572,90357,0.7457613056712313
AMZN,5min,15,1.3,3,0.7847934754012101,0.10378847671665352,35.63995262534544,0.4308390022675737,2534,2646,90357,0.7403185615373626
AMZN,5min,13,1.4,3,0.7880321910695742,0.10669781931464174,35.16790027269186,0.4331673688242053,2568,2611,90357,0.7387301622958711
AMZN,5min,11,1.5,3,0.7825520833333334,0.1046875,35.278233685033214,0.4347499059796916,2560,2659,90357,0.7380999205638158
AMZN,5min,12,1.4,3,0.7871578408800205,0.09900230237912509,34.655278310940496,0.42801830341429076,2606,2841,90357,0.7370303508856382
AMZN,5min,9,1.6,3,0.7911600810536981,0.10220364741641337,34.312048650703154,0.43069833392414036,2632,2821,90357,0.7363285741110681
AMZN,5min,8,1.7,3,0.7864982133741704,0.10375191424196019,34.57640750670241,0.4327775807023767,2612,2819,90357,0.7359343547681829
AMZN,5min,7,1.8,3,0.7835671404990153,0.10687022900763359,34.47117220313097,0.4332865168539326,2620,2848,90357,0.7336827189241628
AMZN,5min,10,1.5,3,0.7909856364536899,0.09732540861812779,33.54738015607581,0.4263751281175265,2692,2927,90357,0.7330418090810684
AMZN,5min,9,1.5,3,0.7959999999999999,0.09418181818181819,32.83957802837396,0.41736957200874725,2750,3201,90357,0.7307174693338688
AMZN,5min,8,1.6,3,0.7923955296404276,0.09511661807580175,32.91213999270871,0.4224464060529634,2744,3172,90357,0.7303440198431826
AMZN,5min,14,1.3,3,0.7870370370370369,0.1111111111111111,33.90011265490049,0.4269381922115041,2664,2799,90357,0.7300492466216622
AMZN,5min,7,1.7,3,0.783955132894416,0.098390636430139,33.03256494694475,0.42658227848101266,2734,3160,90357,0.7277897000973653
AMZN,5min,13,1.3,3,0.7945736434108527,0.10501453488372094,32.81570338058888,0.41932237504193226,2752,2981,90357,0.7276844416500788
AMZN,5min,11,1.4,3,0.7908520395848418,0.09956553222302679,32.696848967765305,0.4210180623973727,2762,3045,90357,0.7274083394075309
AMZN,5min,6,1.8,3,0.7853535353535354,0.09956709956709957,32.579574160952724,0.4275161588180979,2772,3249,90357,0.7258758840576713
AMZN,5min,7,1.6,3,0.7894002789400277,0.1000697350069735,31.48901290547611,0.4178351093662367,2868,3566,90357,0.7202994930820252
AMZN,5min,6,1.7,3,0.7927865839650815,0.10096485182632667,31.12995518786625,0.4198849630238291,2902,3651,90357,0.7197855788975104
AMZN,5min,10,1.4,3,0.7894736842105264,0.10422437673130194,31.26983027364046,0.416971916971917,2888,3276,90357,0.7180687439126605
AMZN,5min,8,1.5,3,0.7920624151967436,0.09871099050203527,30.63420427553444,0.41386138613861384,2948,3535,90357,0.7167305097359941
AMZN,5min,12,1.3,3,0.7867972941450897,0.11231630510846746,31.59817990899545,0.41664030370136035,2858,3161,90357,0.7166896290634689
AMZN,5min,9,1.4,3,0.7880225988700564,0.0976271186440678,30.612410986775178,0.41475042063937184,2950,3566,90357,0.7156126875210813
AMZN,5min,11,1.3,3,0.7863047363717605,0.11193029490616623,30.27321488434462,0.41627358490566035,2984,3392,90357,0.7099799147864619
AMZN,5min,16,1.8,2,0.7843841447193403,0.2569832402234637,36.03872255489022,0.4682730923694779,2506,1246,90357,0.7094717202197879
AMZN,5min,10,1.3,3,0.7967269595176573,0.11208010335917312,29.177705977382875,0.41710344827586204,3096,3625,90357,0.7082752188835948
AMZN,5min,7,1.5,3,0.7845345345345346,0.1048906048906049,29.056646282587707,0.41832870487250695,3108,3961,90357,0.7053879387459697
AMZN,5min,6,1.6,3,0.7829905741216795,0.10475578406169665,29.019286403085825,0.415970515970516,3112,4070,90357,0.7043420274519901
AMZN,5min,8,1.4,3,0.7897727272727272,0.11395202020202021,28.515314177455004,0.4134814049586777,3168,3872,90357,0.7015409954076668
AMZN,5min,15,1.8,2,0.7844025157232705,0.26264150943396225,34.07965269913175,0.46671597633136097,2650,1353,90357,0.6981026976313532
AMZN,5min,6,1.5,3,0.7848205128205129,0.11323076923076923,27.79562942443829,0.41801437556154536,3250,4452,90357,0.6970945470163217
AMZN,5min,7,1.4,3,0.7884654164145997,0.11252268602540835,27.32465960665658,0.42127264282396654,3306,4306,90357,0.6966975301873016
AMZN,5min,9,1.3,3,0.7861828618286183,0.11992619926199262,27.777606890187634,0.4184560327198364,3252,3912,90357,0.6958742734225322
AMZN,5min,16,1.7,2,0.786538933922869,0.2627118644067797,33.274235164025065,0.4617543859649123,2714,1425,90357,0.6940894983217084
AMZN,5min,14,1.8,2,0.7895683453237409,0.2651079136690647,32.48398704569989,0.46048109965635736,2780,1455,90357,0.6904359889726946
AMZN,5min,8,1.3,3,0.7875169869928169,0.12143273150844497,26.305854937372562,0.4243268337975859,3434,4308,90357,0.6895375532910338
AMZN,5min,16,1.6,2,0.789906103286385,0.2577464788732394,31.798168369144065,0.4632665452337584,2840,1647,90357,0.6894071024624644
AMZN,5min,6,1.4,3,0.7929436246689368,0.12088535754824063,25.63383479988646,0.43111566018423747,3524,4886,90357,0.6892552801140324
AMZN,5min,14,1.7,2,0.7828916782891678,0.25139470013947,31.4876177188699,0.45958986731001206,2868,1658,90357,0.6864465277795176
AMZN,5min,15,1.7,2,0.7870370370370371,0.26994301994301995,32.15995724973281,0.44921875,2808,1536,90357,0.6850430054810598
AMZN,5min,7,1.3,3,0.7934402063755298,0.12962962962962962,24.966823334254908,0.42287622625756627,3618,4792,90357,0.6826952062161645
AMZN,5min,13,1.8,2,0.7853535353535354,0.2675619834710744,31.096451946262487,0.45710627400768244,2904,1562,90357,0.6809515728605873
AMZN,5min,15,1.6,2,0.7822944896115628,0.2550813008130081,30.591324974584886,0.4565342544617156,2952,1737,90357,0.6804071809931854
AMZN,5min,16,1.5,2,0.7780373831775701,0.2493324432576769,30.142237061769617,0.4413196322336398,2996,1849,90357,0.6758423704621428
AMZN,5min,12,1.8,2,0.7826281620774568,0.26662189388851576,30.323480013436345,0.45140515222482436,2978,1708,90357,0.675539529251557
AMZN,5min,13,1.7,2,0.779324055666004,0.2654075546719682,29.922108054358635,0.4597315436241611,3018,1788,90357,0.6739427139506811
AMZN,5min,14,1.6,2,0.7832566294104756,0.2590401051939514,29.6859585662611,0.4450959488272921,3042,1876,90357,0.6735430911048383
AMZN,5min,6,1.3,3,0.7877529839128178,0.13622210690192008,23.437581105631974,0.4239707227813358,3854,5466,90357,0.671627627530014
