roc_length,smooth_length,flip_accuracy,whipsaw_rate,avg_trend_duration,zone_accuracy,composite_score,total_flips,total_extreme_entries,bars_tested
20,8,0.7859203285861766,0.22808988764044943,23.087665074459117,0.7770612620912022,0.5860127475374274,3560,2171,82226
16,8,0.7842153787589883,0.2311297483966453,20.272884283246977,0.7720655141037307,0.5837355264727385,4054,2198,82226
12,8,0.7868391214047518,0.24434389140271492,16.902694918741,0.7647058823529411,0.5800414213526892,4862,2194,82226
14,8,0.7770099702649619,0.23641304347826086,18.610419026047566,0.7715338553661907,0.5797119697032908,4416,2172,82226
20,6,0.7877116464617199,0.26452905811623245,20.588574292157354,0.7772670288340995,0.5774088164317592,3992,2393,82226
10,8,0.7780988229221498,0.25597014925373135,15.331778316850158,0.7540106951871658,0.5723759500228364,5360,2245,82226
16,6,0.7805902267620511,0.2706422018348624,17.951933580948218,0.7631027253668763,0.5711030591941314,4578,2385,82226
14,6,0.7836698457958079,0.28027265437048915,16.47563665530379,0.7702986958350863,0.5707629376038243,4988,2378,82226
20,5,0.7866969497813416,0.29972311952007386,18.963304869605356,0.785518590998043,0.5693940621566974,4334,2555,82226
12,6,0.7881962040536262,0.28412001463593123,15.034400731930466,0.7554713804713805,0.5690735869247172,5466,2377,82226
8,8,0.7768636433658961,0.2757328990228013,13.383775859260465,0.7665352606219886,0.5687631803846848,6140,2284,82226
10,6,0.7859090934803884,0.29272308198880476,13.529227729293595,0.7550167224080268,0.5659626060909373,6074,2393,82226
16,5,0.7814370721977978,0.29813538710985005,16.65619298601257,0.7633042096902304,0.5644775900103667,4934,2518,82226
8,6,0.7788529109002327,0.29991268917345754,11.95779362538204,0.7684647302904565,0.5636171857824905,6872,2411,82226
14,5,0.7838719304243785,0.3126156122826489,15.201480111008326,0.7701010101010101,0.562640795952957,5406,2476,82226
6,8,0.7805828563160596,0.30520393811533053,11.55746237164158,0.7589098532494759,0.5614422795367601,7110,2386,82226
12,5,0.786846741145625,0.3153274814314652,13.87185547864258,0.7534412955465587,0.5604242033978675,5924,2471,82226
10,5,0.7827732572141262,0.31525735294117646,12.588018998008273,0.7588118811881188,0.5597435364402007,6528,2526,82226
16,4,0.7832299569256297,0.3346368715083799,15.303594710374371,0.7634328358208955,0.5559167736662319,5370,2680,82226
20,4,0.7869131894839659,0.34745065789473684,16.896565905819454,0.7751283932501835,0.5558536574988736,4864,2726,82226
8,5,0.7754970291210811,0.326514131897712,11.059631175124512,0.7643540669856459,0.5551210515055222,7430,2509,82226
6,6,0.7834214624113888,0.3372927493194754,10.16730602648187,0.7556270096463023,0.5538366296780427,8082,2488,82226
14,4,0.7830530963325054,0.3495260663507109,13.90959878110716,0.7665399239543726,0.5525138708400116,5908,2632,82226
12,4,0.7851563677557521,0.3536472760849492,12.646144374326612,0.75579187238891,0.5505306775128125,6498,2634,82226
10,4,0.7835498093408249,0.35067302299495234,11.52180619828916,0.746844840386043,0.5493015217648147,7132,2696,82226
6,5,0.7822036528375175,0.35889500229252635,9.419007222285911,0.7538880248833593,0.5477034828031301,8724,2572,82226
5,8,0.7830603791288544,0.3638703036541431,10.572899240766954,0.7532467532467533,0.5467334868045969,7772,2466,82226
8,4,0.7749827878718137,0.3581395348837209,10.057656995960338,0.7561797752808989,0.5457476445032153,8170,2671,82226
6,4,0.7860857648477383,0.39308045018757815,8.563001563314225,0.7502799552071668,0.5399225975749135,9596,2680,82226
20,3,0.782628240774185,0.4045650611071172,14.77044760021571,0.774055829228243,0.539785155006144,5564,3045,82226
14,3,0.788092893237421,0.4058946738479952,12.294328894209187,0.7610062893081762,0.5392573813268541,6684,2864,82226
16,3,0.7827881528163595,0.39632759181020477,13.35364862668617,0.7554179566563467,0.5390186579233814,6154,2907,82226
5,6,0.7842193610933732,0.398110661268556,9.241030255314362,0.7500964134207482,0.5380255018028599,8892,2594,82226
12,3,0.7826051165500566,0.41120478651074244,11.173942608459132,0.7485754985754985,0.5340763842424573,7354,2810,82226
8,3,0.7799447015030733,0.4117774880486745,8.927632293817233,0.7513283740701382,0.5332784012400857,9204,2824,82226
10,3,0.7830726621049201,0.4144672531769306,10.040327508248808,0.7453544390915348,0.5328723167113133,8184,2907,82226
5,5,0.7841025219027792,0.4193648816936488,8.52734820965231,0.7516955538809345,0.5328675264589923,9636,2655,82226
6,3,0.7847455057153153,0.43813236795692934,7.628574080950613,0.7463844797178131,0.5275493854306581,10773,2836,82226
5,4,0.7842753697690025,0.45611064069997176,7.731934512608205,0.7461538461538462,0.522861959771971,10629,2731,82226
14,2,0.7868438784838845,0.4896843151876709,10.212927284027346,0.7557618437900128,0.5169595830961251,8046,3126,82226
20,2,0.7784511178559468,0.48991696322657174,12.185674032329823,0.7672619047619048,0.5158089228300727,6744,3360,82226
16,2,0.7790757403990769,0.48544726301735647,10.971291227133129,0.748658035996211,0.5142805412474414,7490,3167,82226
8,2,0.7835343567251462,0.4981269986295112,7.508680555555555,0.7513315579227696,0.5128615968591751,10945,3005,82226
12,2,0.7836826293306007,0.4983164983164983,9.222359411830732,0.7460732984293194,0.512181583838223,8910,3058,82226
5,3,0.7845693360245809,0.5034626616604089,6.856975967957276,0.7512060647829083,0.5118314710216783,11985,2903,82226
10,2,0.7828364767119584,0.5025349827621172,8.331812189433121,0.7477094240837696,0.5110220757478855,9862,3057,82226
6,2,0.785728713987624,0.510345370151837,6.465381589299764,0.7451045469631596,0.5095775364353173,12711,3014,82226
5,2,0.7884004362877602,0.5801266092894232,5.845354958031014,0.7441707717569787,0.4928895605851508,14059,3046,82226
