bb_length,bb_mult,kc_mult,fire_accuracy,touch_reversal,squeeze_whipsaw,avg_squeeze_dur,squeeze_freq,total_fires,total_touches,total_squeezes,composite_score,bars_tested
30,2.0,2.0,0.8686708860759493,0.4977844311377245,0.18037974683544303,14.804107424960506,20.168227872299752,632,16700,633,0.7899524368983551,31386
25,2.2,2.0,0.8463476070528967,0.5083554768231473,0.16750629722921914,12.040251572327044,25.329764863314853,794,16935,795,0.789116577014351,31386
22,2.5,2.0,0.8475750577367206,0.5208346506481188,0.18569780853517878,9.653979238754324,27.623781303766012,866,15815,867,0.7880567278492512,31386
30,1.8,1.8,0.8686708860759493,0.4885870170359648,0.18037974683544303,14.804107424960506,20.168227872299752,632,17962,633,0.7876530833729152,31386
30,2.2,2.0,0.8686006825938567,0.5003267973856209,0.1945392491467577,12.294718909710392,18.70260625756707,586,15300,587,0.7870270918378728,31386
25,2.5,2.0,0.8441558441558441,0.5166177574558111,0.18155619596541786,9.556195965417867,22.111769578793094,693,14653,694,0.7870121436193515,31386
30,1.8,2.0,0.875,0.4885870170359648,0.1949404761904762,17.934621099554235,21.442681450328173,672,17962,673,0.7859116352113721,31386
22,2.0,2.0,0.8542766631467793,0.5005479881008298,0.18373812038014783,14.831223628691983,30.20454979927356,947,19161,948,0.7851445495420817,31386
30,1.5,1.5,0.8686708860759493,0.4768980363330883,0.18037974683544303,14.804107424960506,20.168227872299752,632,19046,633,0.7847308381971961,31386
22,2.0,1.8,0.8517350157728707,0.5005479881008298,0.18401682439537329,11.900210084033613,30.331995157076403,951,19161,952,0.7840999703964313,31386
20,2.5,2.0,0.8483935742971888,0.5246895062098758,0.19759277833500502,9.864593781344032,31.76575543235838,996,16667,997,0.783349328537277,31386
25,2.2,1.8,0.843441466854725,0.5083554768231473,0.18732394366197183,10.029577464788732,22.62155101000446,709,16935,710,0.7832903233467113,31386
25,2.0,1.8,0.8398983481575604,0.49922856513114394,0.17407878017789072,11.831218274111675,25.10673548715988,787,18148,788,0.7832569506855813,31386
22,2.2,2.0,0.8443743427970557,0.508967361033753,0.1871713985278654,12.158613445378151,30.331995157076403,951,17954,952,0.7832079682037947,31386
30,2.0,1.8,0.8598615916955017,0.4977844311377245,0.19896193771626297,12.075993091537134,18.447715541961383,578,16700,579,0.7826641008640158,31386
20,2.2,1.8,0.8533201189296333,0.5093008338678641,0.18830525272547077,10.27128712871287,32.17995284521761,1009,18708,1010,0.782611676222459,31386
22,1.8,1.8,0.8542766631467793,0.4900613132911392,0.18373812038014783,14.831223628691983,30.20454979927356,947,20224,948,0.7825228808396589,31386
20,2.2,2.0,0.8491834774255523,0.5093008338678641,0.1786743515850144,12.505758157389636,33.19951570764035,1041,18708,1042,0.7820791376189775,31386
