symbol,timeframe,adx_length,smoothing,flip_accuracy,whipsaw_rate,avg_trend_duration,zone_crossing_accuracy,total_flips,total_zone_entries,bars_tested,composite_score
SPY,1min,22,5,0.7916457811194654,0.2669172932330827,26.631486588117323,0.7842424242424242,3990,275,106329,0.8111934600165841
SPY,1min,25,4,0.7921662669864108,0.30071942446043165,25.48093067881986,0.80623973727422,4170,203,106329,0.7961493422964188
SPY,1min,20,5,0.7903992395437264,0.26996197718631176,25.25196101735203,0.7592039800995024,4208,335,106329,0.7941598067779092
SPY,1min,18,5,0.7876344086021505,0.27060931899641577,23.80394353573829,0.7842679127725857,4464,428,106329,0.7841096645955027
SPY,1min,22,4,0.7909476233726914,0.3022252497729337,24.127413127413128,0.8015607580824972,4404,299,106329,0.7827918384769394
SPY,1min,16,5,0.7948332617718621,0.26534993559467585,22.812754992484432,0.7935447968836952,4658,599,106329,0.7806558606086322
SPY,1min,14,5,0.7948975492165529,0.2653676175170751,21.34639340968455,0.8008438818565401,4978,790,106329,0.7689279594393148
SPY,1min,18,4,0.7933634992458521,0.3006993006993007,21.854968113556883,0.8098159509202453,4862,489,106329,0.7653574909438356
SPY,1min,20,4,0.7920977011494252,0.3040948275862069,22.900409571028238,0.7518115942028986,4640,368,106329,0.7645197970934823
SPY,1min,25,3,0.7877631764872121,0.3507842306061891,22.520457918168326,0.7655367231638418,4718,236,106329,0.750061917280328
SPY,1min,12,5,0.7930097567000124,0.2734346054094109,19.685566055215862,0.783111111111111,5398,1125,106329,0.7490467998558688
SPY,1min,16,4,0.7908823152772442,0.3031117940837495,20.410951008645533,0.7774343122102009,5206,647,106329,0.7463835326696069
SPY,1min,22,3,0.7900940272811549,0.35299960270162895,21.10709318497914,0.7957317073170732,5034,328,106329,0.7424763659808832
SPY,1min,14,4,0.7935599284436493,0.3035778175313059,19.00876722132761,0.8154623154623154,5590,858,106329,0.7406295491272308
SPY,1min,20,3,0.7969341408024224,0.35105980317940955,20.1086503880371,0.7953216374269007,5284,399,106329,0.7365505389646781
SPY,1min,10,5,0.7962650466869164,0.28441295546558704,17.937911253585288,0.7940619077700569,5928,1583,106329,0.7337800707575568
SPY,1min,12,4,0.7921783383117601,0.3098240955857949,17.633526970954357,0.785443722943723,6026,1232,106329,0.7220387344164332
SPY,1min,18,3,0.792510961014338,0.35744756487735513,18.8864,0.7842778793418647,5626,547,106329,0.7210457455533857
SPY,1min,8,5,0.8003063084855079,0.2929231701772996,16.112913003940587,0.7948500282965479,6599,2356,106329,0.7172037720838639
SPY,1min,16,3,0.7956935123042506,0.3546979865771812,17.828159087095152,0.7765466297322252,5960,722,106329,0.7124203908306797
SPY,1min,10,4,0.796206373292868,0.31978155339805825,16.130936125018966,0.7961479786422578,6592,1748,106329,0.7094067189477595
SPY,1min,25,2,0.7914128747163502,0.41633823002508064,19.033864898763664,0.7705956907477821,5582,263,106329,0.7051777624098241
SPY,1min,14,3,0.7906795511221946,0.35723192019950123,16.561028838659393,0.7999314833847208,6416,973,106329,0.7024435623548643
SPY,1min,22,2,0.7913477537437603,0.42312811980033277,17.678648693626226,0.8058608058608058,6010,364,106329,0.6968797145317458
SPY,1min,20,2,0.7952227589908749,0.4175523349436393,17.10951844097278,0.7942652329749104,6210,465,106329,0.6929067357615378
SPY,1min,12,3,0.7945165945165945,0.3617604617604618,15.332804156443931,0.7834288443170964,6930,1396,106329,0.6894235033938013
SPY,1min,8,4,0.7990801156904391,0.33467687760311704,14.28554152109648,0.787796697626419,7443,2584,106329,0.6892759911777442
SPY,1min,10,3,0.799023489047242,0.3717678100263852,14.028103971500197,0.7809330628803246,7580,1972,106329,0.6766995277200399
SPY,1min,18,2,0.7921034241788959,0.4281221922731357,15.910588587689082,0.7666666666666666,6678,650,106329,0.6745337595320287
SPY,1min,16,2,0.7969977553310886,0.42887205387205385,14.906271923670548,0.7889944576405384,7128,842,106329,0.6706137354198264
SPY,1min,14,2,0.7954723894268517,0.4302538602460089,13.903808402041617,0.7891156462585034,7642,1127,106329,0.6609740686520476
SPY,1min,8,3,0.7982024407908171,0.38830848691160935,12.480981451044846,0.7943700652248541,8519,2913,106329,0.660744479034433
SPY,1min,12,2,0.797050787528126,0.4395034948180284,12.813667590695433,0.7803824799506477,8298,1621,106329,0.6483578240146636
SPY,1min,25,1,0.7914685314685315,0.5254545454545455,14.859141138620787,0.7859327217125381,7150,327,106329,0.6436609022092353
SPY,1min,22,1,0.7917656373713381,0.5246766956980734,14.020192688399103,0.7854406130268199,7578,435,106329,0.6365389120864405
SPY,1min,10,2,0.796354578231981,0.45108102205721773,11.610571147755815,0.7881729920564872,9158,2266,106329,0.6358528994144172
SPY,1min,20,1,0.7931876500289712,0.5314129625031041,13.19172979014032,0.761660978384528,8054,586,106329,0.6245308026694179
SPY,1min,8,2,0.7951018121170438,0.46751987589683924,10.309221371085039,0.792603406326034,10314,3425,106329,0.6205734348097665
SPY,1min,18,1,0.791928112169804,0.5376481524517779,12.345729227193493,0.7780548628428927,8606,802,106329,0.6175818713297385
SPY,1min,16,1,0.7916123424598002,0.5420469361147328,11.547104205150495,0.7786483839373163,9204,1021,106329,0.6094671707959145
SPY,1min,14,1,0.7931378416118093,0.5490724117295033,10.600498753117208,0.7776200615093446,10026,1409,106329,0.5998011087334041
SPY,1min,12,1,0.7947109471094711,0.5546947057738425,9.806752144636103,0.7876933537310896,10842,1961,106329,0.5935063225829864
SPY,1min,10,1,0.7934382052054931,0.5674800796812749,8.825184693284635,0.7883942574496321,12048,2763,106329,0.5813741252825622
SPY,1min,8,1,0.7926042492684521,0.5837865647508452,7.814700477765528,0.7824370212429915,13606,4221,106329,0.5672632818506348
