left_bars,right_bars,bounce_rate,interaction_rate,density_score,composite_score,total_levels,total_bounces,total_breaks,bars_tested
3,2,0.770577818587263,0.7894273583928756,0.0,0.5450593349527679,19314,11749,3498,93906
4,2,0.7665343419968542,0.7923442136498516,0.0,0.5443170008936972,16850,10234,3117,93906
6,2,0.7608516105350096,0.79849051073496,0.0,0.5438877974344919,13647,8291,2606,93906
5,2,0.7621635178063869,0.7948172757475083,0.0,0.5433105898468072,15050,9117,2845,93906
7,2,0.7591211850084502,0.7971313099294715,0.0,0.5427878669822215,12619,7636,2423,93906
9,2,0.7557744565217391,0.8002174503941288,0.0,0.5423750177269343,11037,6675,2157,93906
8,2,0.75570897503983,0.799711203601461,0.0,0.5421969510963703,11773,7115,2300,93906
10,2,0.7550287356321839,0.799081515499426,0.0,0.5417359489027014,10452,6306,2046,93906
3,3,0.771978677699101,0.7562575210589652,0.0,0.53566872739733,16620,9703,2866,93906
4,3,0.7692865560692593,0.7595538111960338,0.0,0.5355807657865139,14523,8486,2545,93906
6,3,0.7639195757843571,0.7663393159498815,0.0,0.5354696250987072,11812,6915,2137,93906
5,3,0.7647890167575206,0.7621758867430946,0.0,0.5345683727259366,12997,7576,2330,93906
7,3,0.7617229447559957,0.765527950310559,0.0,0.534347562995566,10948,6384,1997,93906
8,3,0.7581424936386768,0.7681782642689601,0.0,0.5337104767361588,10232,5959,1901,93906
9,3,0.7576496073652856,0.7680948419301165,0.0,0.5334882955251492,9616,5596,1790,93906
10,3,0.756397426733381,0.7669115228593356,0.0,0.5326324275511531,9121,5291,1704,93906
4,4,0.7704504882915048,0.7322005228356143,0.0,0.5278403521672862,13006,7337,2186,93906
3,4,0.7748350525044141,0.7252813911168026,0.0,0.5275184383368065,14837,8338,2423,93906
6,4,0.7626642848028582,0.739060731799321,0.0,0.5267839334609395,10604,5977,1860,93906
5,4,0.7649532710280373,0.7349532068343779,0.0,0.5264672704615283,11647,6548,2012,93906
7,4,0.7621599340478153,0.7382836275106512,0.0,0.5263490618723216,9858,5547,1731,93906
8,4,0.7578147823546597,0.7415511265164645,0.0,0.5255912508968033,9232,5188,1658,93906
9,4,0.7556245151280062,0.7415717408813716,0.0,0.524721328315614,8691,4870,1575,93906
10,4,0.7541332460304468,0.7405746151048612,0.0,0.5238256829436371,8249,4607,1502,93906
6,5,0.7628792215226102,0.7165709598031174,0.0,0.5201229765499793,9752,5331,1657,93906
7,5,0.761517199017199,0.7158403869407497,0.0,0.5193589956891046,9097,4959,1553,93906
5,5,0.7642575558475689,0.7119468612592385,0.0,0.5192870807167991,10689,5816,1794,93906
4,5,0.7686372269705603,0.7058232090490155,0.0,0.5192018535029288,11935,6475,1949,93906
8,5,0.7579513945522753,0.7195164886750381,0.0,0.5190355044234216,8521,4647,1484,93906
9,5,0.7551903114186851,0.7200697645446618,0.0,0.5180970539308726,8027,4365,1415,93906
3,5,0.7724298078952924,0.6969251140208915,0.0,0.5180494573643843,13594,7318,2156,93906
10,5,0.752415679124886,0.7190613529103304,0.0,0.5166846775230536,7628,4127,1358,93906
6,6,0.7637983139812311,0.695233882561097,0.0,0.5140894903608215,9043,4802,1485,93906
7,6,0.7626426017367615,0.6947829173074648,0.0,0.5134919158869441,8453,4479,1394,93906
8,6,0.7593061076978678,0.6988256092941028,0.0,0.513370125867378,7919,4202,1332,93906
4,6,0.7702433187076186,0.6816822260491253,0.0,0.512601995297785,11033,5793,1728,93906
5,6,0.7652327117897518,0.6883274381000505,0.0,0.5125913161459159,9895,5212,1599,93906
9,6,0.7568604874304357,0.6985254691689008,0.0,0.5123018357228446,7460,3944,1267,93906
3,6,0.7748132337246532,0.6722200079713033,0.0,0.5115912958812523,12545,6534,1899,93906
10,6,0.7546941247728649,0.6987866817155757,0.0,0.5115136544238187,7088,3738,1215,93906
8,7,0.7569837858956827,0.6835358525837896,0.0,0.50785427013341,7489,3875,1244,93906
6,7,0.7618059159314997,0.6770906535488405,0.0,0.5078495624372521,8538,4404,1377,93906
7,7,0.7597785977859779,0.6785177766649975,0.0,0.5074667721138904,7988,4118,1302,93906
9,7,0.7542513479883866,0.683390022675737,0.0,0.5067175459980757,7056,3637,1185,93906
5,7,0.7645456002564514,0.668488160291439,0.0,0.5063646881900122,9333,4770,1469,93906
10,7,0.7514161220043573,0.6837479517354387,0.0,0.5056908343223745,6713,3449,1141,93906
4,7,0.7687600174850648,0.6605389797882579,0.0,0.5056657009305033,10390,5276,1587,93906
3,7,0.7718636127017179,0.651241630646665,0.0,0.5041179342746867,11799,5931,1753,93906
8,8,0.7530031612223393,0.66755768148565,0.0,0.5014685689346308,7108,3573,1172,93906
9,8,0.7508944543828264,0.6678614097968937,0.0,0.5007162046921987,6696,3358,1114,93906
7,8,0.7557861133280128,0.6611265004616805,0.0,0.5006523954697093,7581,3788,1224,93906
6,8,0.7570653191091147,0.659141376757957,0.0,0.500568540671033,8106,4045,1298,93906
10,8,0.7481255857544518,0.6692802258115101,0.0,0.5000343020452338,6377,3193,1075,93906
5,8,0.7578599965259684,0.6501411631846414,0.0,0.49818634756577984,8855,4363,1394,93906
4,8,0.7627494456762749,0.6419928825622776,0.0,0.4976976430391933,9835,4816,1498,93906
3,8,0.7659846547314578,0.6321746160064673,0.0,0.49604624669452335,11133,5391,1647,93906
