left_bars,right_bars,bounce_rate,interaction_rate,density_score,composite_score,total_levels,total_bounces,total_breaks,bars_tested
8,2,0.6999090633525311,0.8259889834752128,0.0,0.5277603203835762,7988,4618,1980,60681
5,2,0.7047092743873138,0.8188883423512051,0.0,0.5275502124602871,10165,5866,2458,60681
9,2,0.6977827763496144,0.827769650219444,0.0,0.527444005605679,7519,4343,1881,60681
10,2,0.6962648556876061,0.8292270871462762,0.0,0.5272740684189253,7103,4101,1789,60681
7,2,0.7001565390636117,0.8234122334192642,0.0,0.527086285651224,8534,4920,2107,60681
6,2,0.7006686770683099,0.8221407782688369,0.0,0.5269097043079751,9277,5344,2283,60681
4,2,0.7056907037358818,0.8149393751659438,0.0,0.5267580940441359,11299,6498,2710,60681
3,2,0.7046934865900383,0.8079244698963008,0.0,0.5242547356049055,12922,7357,3083,60681
5,3,0.6998550724637681,0.791465932553338,0.0,0.5173818087515086,8718,4829,2071,60681
4,3,0.7023371848739496,0.7880794701986755,0.0,0.5173587150091825,9664,5349,2267,60681
8,3,0.6936278984845718,0.7981638006412125,0.0,0.5169002995861924,6862,3799,1678,60681
7,3,0.6942631398144967,0.7948122866894198,0.0,0.5161489419326246,7325,4042,1780,60681
6,3,0.6948319594166138,0.7931598139067019,0.0,0.5158807279386561,7953,4383,1925,60681
9,3,0.6900946128596254,0.7993517518135514,0.0,0.5158433706879155,6479,3574,1605,60681
10,3,0.6885212418300654,0.8005232177894048,0.0,0.5155654620688476,6116,3371,1525,60681
3,3,0.7008477528742306,0.7794876437041731,0.0,0.5141853942609442,11047,6035,2576,60681
5,4,0.6969037656903766,0.7683899176954733,0.0,0.5092784815847926,7776,4164,1811,60681
4,4,0.6998631594952106,0.7639679405273551,0.0,0.5091356459562908,8609,4603,1974,60681
8,4,0.6885762284754305,0.7751912746215204,0.0,0.5079878737766284,6143,3279,1483,60681
6,4,0.690802706162004,0.7704987320371935,0.0,0.5074707020759597,7098,3778,1691,60681
7,4,0.688994269907133,0.7722001830942936,0.0,0.5072577628911412,6554,3487,1574,60681
9,4,0.6838952972493345,0.7767057201929704,0.0,0.5065698349576249,5804,3083,1425,60681
10,4,0.6828752642706131,0.7771084337349398,0.0,0.5062826358287271,5478,2907,1350,60681
3,4,0.7001493145106557,0.7508918560799103,0.0,0.5053272826282353,9811,5158,2209,60681
5,5,0.693579027355623,0.7449759411265213,0.0,0.5009243932802057,7066,3651,1613,60681
8,5,0.6865032135205903,0.7509831962817304,0.0,0.49989624429275525,5594,2884,1317,60681
6,5,0.6888612321095209,0.7465159492102819,0.0,0.49949927760689294,6458,3321,1500,60681
4,5,0.6953803403959709,0.7377322229340166,0.0,0.49947180303859334,7805,4004,1754,60681
7,5,0.6877381752970186,0.7476118652589241,0.0,0.4993788296964847,5967,3068,1393,60681
9,5,0.6831907398087569,0.7526515151515152,0.0,0.49907175046895735,5280,2715,1259,60681
10,5,0.6804891015417331,0.7539078156312625,0.0,0.498367985306072,4990,2560,1202,60681
3,5,0.6963171036204744,0.7221095334685599,0.0,0.49515970148875776,8874,4462,1946,60681
5,6,0.6884688893607984,0.7237934214571166,0.0,0.49252558218145437,6506,3242,1467,60681
8,6,0.680614406779661,0.7324927255092144,0.0,0.4919935803646287,5155,2570,1206,60681
6,6,0.6832025842178127,0.7274253105068815,0.0,0.4915086268391895,5958,2961,1373,60681
7,6,0.6808775866367489,0.7290076335877863,0.0,0.49105332473103547,5502,2731,1280,60681
4,6,0.6912738605375925,0.7149422086060437,0.0,0.4909922067968502,7181,3549,1585,60681
9,6,0.6760681373917901,0.733811475409836,0.0,0.49057069757966687,4880,2421,1160,60681
10,6,0.6724492796236401,0.7359878814109501,0.0,0.4897760762727411,4621,2287,1114,60681
3,6,0.6939313984168866,0.6971183323114654,0.0,0.4867080590601942,8155,3945,1740,60681
8,7,0.6782006920415224,0.7159372419488026,0.0,0.48606144940124973,4844,2352,1116,60681
5,7,0.6861330851558864,0.7041284403669725,0.0,0.48569176617244636,6104,2949,1349,60681
6,7,0.6823232323232323,0.7087882584571327,0.0,0.4855657704664328,5587,2702,1258,60681
7,7,0.6801740549360892,0.7116315076446681,0.0,0.48555907426783607,5167,2501,1176,60681
9,7,0.673030303030303,0.718328254244667,0.0,0.48471059748552126,4594,2221,1079,60681
4,7,0.6878069613495622,0.6960463733650416,0.0,0.48393669654933735,6728,3221,1462,60681
10,7,0.668903803131991,0.7198067632850241,0.0,0.48350355023830366,4347,2093,1036,60681
8,8,0.6746799875117078,0.6998033646493336,0.0,0.47981300439948316,4577,2161,1042,60681
3,7,0.6910144927536231,0.6770901478477038,0.0,0.47953284145576036,7643,3576,1599,60681
6,8,0.679945054945055,0.6909643128321944,0.0,0.47926731582768034,5268,2475,1165,60681
5,8,0.6842639593908629,0.6850982437836898,0.0,0.47923505689145207,5751,2696,1244,60681
7,8,0.6761229314420804,0.6944387441001436,0.0,0.47878079580687527,4873,2288,1096,60681
9,8,0.6692939244663383,0.7017746024429592,0.0,0.4782499505194231,4339,2038,1007,60681
4,8,0.6873391060145098,0.6764286845021371,0.0,0.4778642477564451,6317,2937,1336,60681
10,8,0.6634382566585957,0.7037487828627069,0.0,0.4764999375222504,4108,1918,973,60681
3,8,0.6903348876642645,0.6568286231379646,0.0,0.4731825420070952,7183,3257,1461,60681
