symbol,timeframe,adx_length,smoothing,flip_accuracy,whipsaw_rate,avg_trend_duration,zone_crossing_accuracy,total_flips,total_zone_entries,bars_tested,composite_score
SPY,1hr,25,5,0.8077360637087599,0.24914675767918087,26.791095890410958,0.6666666666666666,293,6,7866,0.8204209328782707
SPY,1hr,25,4,0.807570977917981,0.277602523659306,24.75632911392405,0.8333333333333334,317,6,7866,0.819261869584315
SPY,1hr,20,5,0.7950248756218906,0.2746268656716418,23.437125748502993,0.7246376811594203,335,23,7866,0.787000208967972
SPY,1hr,22,5,0.787123572170301,0.2523364485981308,24.45625,0.625,321,16,7866,0.7843716205336954
SPY,1hr,16,5,0.7906772207563764,0.2717678100263852,20.719576719576718,0.8529411764705882,379,34,7866,0.7800801219342203
SPY,1hr,18,5,0.8039747064137308,0.2953929539295393,21.277173913043477,0.8111111111111112,369,30,7866,0.7777566412161481
SPY,1hr,20,4,0.8008888888888889,0.304,20.93048128342246,0.7777777777777777,375,24,7866,0.7662896956724268
SPY,1hr,12,5,0.7853239656518345,0.2716627634660422,18.3943661971831,0.8943649982975826,427,89,7866,0.7627487120223645
SPY,1hr,22,4,0.792022792022792,0.2934472934472934,22.36,0.6111111111111112,351,18,7866,0.7541642330144184
SPY,1hr,18,4,0.8001638001638002,0.3194103194103194,19.285714285714285,0.797979797979798,407,33,7866,0.7498655627826023
SPY,1hr,25,3,0.8019981834695731,0.3215258855585831,21.37431693989071,0.6666666666666666,367,9,7866,0.7497714447372731
SPY,1hr,14,5,0.7897310513447433,0.29095354523227385,19.20098039215686,0.7655844155844157,409,56,7866,0.7476782960681885
SPY,1hr,14,4,0.7985347985347985,0.3230769230769231,17.255506607929515,0.8180327868852459,455,61,7866,0.7324419108998925
SPY,1hr,10,5,0.7919366450683945,0.2915766738660907,16.965367965367964,0.7964854002624673,463,128,7866,0.7320680947879028
SPY,1hr,16,4,0.7875288683602771,0.3302540415704388,18.12962962962963,0.775,433,40,7866,0.7284974804007969
SPY,1hr,22,3,0.8105515587529976,0.3645083932853717,18.8125,0.7333333333333334,417,20,7866,0.7281140106449929
SPY,1hr,8,5,0.8011695906432749,0.28460038986354774,15.30859375,0.8234035835503986,513,206,7866,0.7256213043656399
SPY,1hr,12,4,0.7836504580690627,0.3171247357293869,16.60169491525424,0.8151343011431377,473,98,7866,0.7221846490225262
SPY,1hr,10,4,0.8002619515389653,0.3163064833005894,15.429133858267717,0.7894671885468458,509,138,7866,0.7134114630896045
SPY,1hr,20,3,0.8051166290443943,0.37020316027088035,17.710407239819006,0.7160493827160493,443,27,7866,0.7119113680314668
SPY,1hr,18,3,0.7917555081734187,0.3752665245202559,16.73076923076923,0.8034188034188033,469,39,7866,0.7099330963238766
SPY,1hr,14,3,0.7974110032362459,0.38058252427184464,15.24124513618677,0.8717357910906297,515,63,7866,0.7069316355059793
SPY,1hr,8,4,0.8137082601054481,0.3251318101933216,13.799295774647888,0.8120411160058737,569,227,7866,0.7040886620123381
SPY,1hr,16,3,0.7994524298425736,0.3757700205338809,16.11522633744856,0.7391304347826088,487,46,7866,0.697113976633097
SPY,1hr,12,3,0.7935921133703019,0.3678373382624769,14.511111111111111,0.7951713395638628,541,108,7866,0.6904834374573746
SPY,1hr,25,2,0.8078344419807834,0.4035476718403548,17.384444444444444,0.6363636363636364,451,11,7866,0.6895319044099532
SPY,1hr,8,3,0.8232869654817105,0.37712519319938176,12.13312693498452,0.8099062918340026,647,249,7866,0.6785748541025165
SPY,1hr,22,2,0.8026936026936027,0.43636363636363634,15.842105263157896,0.7246376811594203,495,23,7866,0.6783774521544275
SPY,1hr,10,3,0.8052373158756136,0.3862520458265139,12.849180327868853,0.8005012718838844,611,164,7866,0.6752468331247078
SPY,1hr,14,2,0.8020304568527918,0.43485617597292725,13.277966101694915,0.8407602339181287,591,76,7866,0.67201344089757
SPY,1hr,18,2,0.7959305804907242,0.45601436265709155,14.082733812949641,0.8222222222222223,557,45,7866,0.6693178922610266
SPY,1hr,20,2,0.7953216374269005,0.4346978557504873,15.2890625,0.6777777777777777,513,30,7866,0.664024028353067
SPY,1hr,16,2,0.7947826086956522,0.45217391304347826,13.64459930313589,0.7454545454545455,575,55,7866,0.6542726290166054
SPY,1hr,10,2,0.8244858919177428,0.44619799139167865,11.261494252873563,0.8110922226944326,697,182,7866,0.6537705642185417
SPY,1hr,12,2,0.8037430450177036,0.45068285280728376,11.908814589665653,0.7915913978494623,659,125,7866,0.6485046715946468
SPY,1hr,8,2,0.8304787000439174,0.4618421052631579,10.350461133069828,0.7696759259259259,760,288,7866,0.6372433063119906
SPY,1hr,18,1,0.794647201946472,0.5401459854014599,11.447368421052632,0.8275862068965517,685,58,7866,0.6240485989467255
SPY,1hr,22,1,0.7872,0.528,12.541666666666666,0.7066666666666667,625,25,7866,0.6165520422685244
SPY,1hr,25,1,0.7797101449275363,0.4991304347826087,13.628919860627178,0.5625,575,16,7866,0.6096686423774176
SPY,1hr,16,1,0.7959183673469387,0.5619047619047619,10.670299727520437,0.807511737089202,735,71,7866,0.6087914579592693
SPY,1hr,20,1,0.7919799498746868,0.5398496240601504,11.789156626506024,0.7070707070707071,665,33,7866,0.6083012085447793
SPY,1hr,14,1,0.7978494623655914,0.5548387096774193,10.121447028423773,0.7973684210526315,775,96,7866,0.6045907606720746
SPY,1hr,12,1,0.8045143087464731,0.56590084643289,9.486682808716708,0.8147605083088955,827,156,7866,0.6008434598189376
SPY,1hr,10,1,0.8197997775305895,0.5850945494994438,8.728285077951002,0.786955477258168,899,225,7866,0.5901472365030185
SPY,1hr,8,1,0.8167170191339377,0.596579476861167,7.911379657603223,0.7790476190476191,994,351,7866,0.5773879414476434
