symbol,timeframe,adx_length,smoothing,flip_accuracy,whipsaw_rate,avg_trend_duration,zone_crossing_accuracy,total_flips,total_zone_entries,bars_tested,composite_score
TSLA,1min,25,5,0.7906914893617021,0.24308510638297873,30.26682628358606,0.7894103489771359,3760,277,113856,0.8343822970274214
TSLA,1min,22,5,0.7965735196274119,0.24176646706586827,28.39381083104567,0.7665016501650165,4008,404,113856,0.8178635016017588
TSLA,1min,20,5,0.7971877979027645,0.23927550047664442,27.121334922526817,0.7914067914067915,4196,481,113856,0.8119265283687511
TSLA,1min,25,4,0.7901626016260163,0.27121951219512197,27.756525981946815,0.7803278688524591,4100,305,113856,0.8050664628770631
TSLA,1min,18,5,0.8000752445447706,0.24604966139954854,25.688417249943555,0.787245444801715,4430,622,113856,0.7987836811625151
TSLA,1min,22,4,0.7963379858922407,0.2820801440792436,25.619004728664716,0.7782982045277128,4442,427,113856,0.7865525956365896
TSLA,1min,16,5,0.7945099691098007,0.2510530749789385,23.967558457973457,0.7941550190597204,4748,787,113856,0.7824073504605079
TSLA,1min,20,4,0.8014336917562724,0.28021505376344086,24.472789847278985,0.7896070975918885,4650,526,113856,0.7810311152244993
TSLA,1min,25,3,0.7969554030874786,0.3304030874785592,24.39931374651512,0.7966269841269841,4664,336,113856,0.7673627858238778
TSLA,1min,14,5,0.791174927878311,0.25688434303697877,22.38323824513083,0.7908432147562582,5084,1012,113856,0.7661992220119834
TSLA,1min,18,4,0.7983198924731183,0.286491935483871,22.942932042750556,0.780584447746409,4960,673,113856,0.7643822435328371
TSLA,1min,22,3,0.8023799973258456,0.33012434817488967,22.823269809428286,0.7898089171974522,4986,471,113856,0.7552904531843615
TSLA,1min,12,5,0.7912408759124087,0.2593065693430657,20.765468151122466,0.795156906350383,5480,1349,113856,0.7529012330148134
TSLA,1min,16,4,0.7912890231621349,0.290785498489426,21.48706326723324,0.8029423151374372,5296,861,113856,0.7521764442334453
TSLA,1min,20,3,0.7970491388044579,0.3290273556231003,21.61770853125594,0.7817460317460317,5264,588,113856,0.7425316905954582
TSLA,1min,14,4,0.7948763250883392,0.29028268551236747,20.104965541615126,0.7974217311233885,5660,1086,113856,0.7413136703110126
TSLA,1min,10,5,0.7994293387042631,0.2617888907534821,19.103893924135615,0.7809373354397051,5959,1899,113856,0.7392892946601544
TSLA,1min,12,4,0.7972350230414746,0.29554056277768637,18.732718894009217,0.7907706093189963,6077,1488,113856,0.7284925003761917
TSLA,1min,18,3,0.793201133144476,0.3356940509915014,20.147689038427483,0.7809266756635177,5648,741,113856,0.7272531439003478
TSLA,1min,25,2,0.7922062350119905,0.40233812949640285,20.466630688972838,0.8208440999138674,5560,387,113856,0.7188659396051387
TSLA,1min,16,3,0.7919566898685227,0.33824991713622804,18.858610972981932,0.7991761071060762,6034,971,113856,0.7182684218407327
TSLA,1min,8,5,0.7918643347638082,0.27940959409594096,16.802184824328315,0.7866618859806381,6775,2789,113856,0.7140832359182179
TSLA,1min,10,4,0.7983292578296601,0.3034513670999552,17.00821876867902,0.7819344524380495,6693,2085,113856,0.7113282139616105
TSLA,1min,14,3,0.7958229426433915,0.34258104738154616,17.735619641465316,0.7972337482710926,6416,1205,113856,0.7089717133864557
TSLA,1min,22,2,0.7929446129648353,0.4046174587125042,19.176470588235293,0.7804726368159204,5934,536,113856,0.7018422675576386
TSLA,1min,12,3,0.7961095100864553,0.34980550352975076,16.401152737752163,0.7918669871794872,6941,1664,113856,0.6954383628695647
TSLA,1min,8,4,0.7942570266889772,0.31390253618377373,15.115272244355909,0.7850201987116497,7531,3053,113856,0.6921175136776492
TSLA,1min,20,2,0.7935982339955849,0.41138442131819614,17.942595805078064,0.7917282127031019,6342,677,113856,0.6918759874001452
TSLA,1min,18,2,0.7890408244153786,0.4111177170035672,16.913037015014122,0.7831946095917558,6728,841,113856,0.6805635096106637
TSLA,1min,10,3,0.7941517603628151,0.36094979997419024,14.689984512132163,0.7746438746438745,7749,2340,113856,0.6752495852333544
TSLA,1min,16,2,0.7913854518185227,0.4129640044994376,15.9997187456054,0.7942424242424243,7112,1100,113856,0.6750358408727564
TSLA,1min,14,2,0.7942797166098137,0.41597796143250687,14.93361322487536,0.7992315081652257,7623,1388,113856,0.667237815673145
TSLA,1min,8,3,0.7928875243869312,0.3755004003202562,13.019675131548844,0.7812135355892648,8743,3428,113856,0.658358366135898
TSLA,1min,12,2,0.7952028050043829,0.42488347077805666,13.605665790102798,0.7862165963431785,8367,1896,113856,0.6524136115354371
TSLA,1min,25,1,0.7878359264497878,0.5022630834512023,16.09478002546329,0.7908771929824562,7070,475,113856,0.6517491462220805
TSLA,1min,22,1,0.7879185243465338,0.5098347757671126,14.921180327868852,0.7919837645865044,7626,657,113856,0.6403573391682494
TSLA,1min,10,2,0.7936860022661474,0.4377220368177414,12.25430663221361,0.7845906106775672,9289,2691,113856,0.6372671425007566
TSLA,1min,20,1,0.7900470413468681,0.5136172319881158,14.086170607898973,0.7735399284862932,8078,839,113856,0.6304930603032597
TSLA,1min,18,1,0.7923292797006548,0.5156688493919551,13.305344404163256,0.7838899803536346,8552,1018,113856,0.6258819255213866
TSLA,1min,8,2,0.7933556602576427,0.45425421652690096,10.7254052016585,0.7781710914454277,10613,3955,113856,0.6194270254731383
TSLA,1min,16,1,0.7917303076587388,0.523238053676631,12.414511729405346,0.7883796644127222,9166,1331,113856,0.6170952762430042
TSLA,1min,14,1,0.7902451265534717,0.5274214725785275,11.497474747474747,0.7853639395722974,9901,1699,113856,0.6075026446761786
