symbol,timeframe,base_length,step_mult,smoothing,flip_accuracy,whipsaw_rate,avg_trend_duration,squeeze_accuracy,total_flips,total_squeezes,bars_tested,composite_score
MSFT,5min,16,1.8,3,0.7842370039128005,0.10335195530726257,45.95863610955841,0.3723076923076923,1790,1301,82226,0.8044911163888184
MSFT,5min,14,1.8,3,0.801540390471073,0.09237379162191192,44.18001074691026,0.3719676549865229,1862,1485,82226,0.8035656947859653
MSFT,5min,15,1.8,3,0.7868615773326114,0.1001082251082251,44.51488900920411,0.3752711496746204,1848,1384,82226,0.7988116546108565
MSFT,5min,16,1.7,3,0.796543737751648,0.10309829059829059,43.94227685729556,0.37133105802047783,1872,1466,82226,0.797747057176153
MSFT,5min,15,1.7,3,0.8011452368558043,0.09729448491155047,42.80010411244144,0.37531486146095716,1922,1589,82226,0.7951930563649962
MSFT,5min,13,1.8,3,0.7927603362497856,0.09927983539094651,42.315491507977356,0.36964504283965727,1944,1635,82226,0.7882753961333439
MSFT,5min,16,1.6,3,0.79087970052748,0.09489795918367347,41.96937212863706,0.37041420118343193,1960,1691,82226,0.786945239829568
MSFT,5min,14,1.7,3,0.7941721408118578,0.09545454545454546,41.54522486104093,0.3605600933488915,1980,1715,82226,0.784173108303297
MSFT,5min,12,1.8,3,0.798698047070606,0.09759759759759759,41.170756134201305,0.3646127755794234,1998,1770,82226,0.7837923269785303
MSFT,5min,13,1.7,3,0.7990754498926861,0.09950495049504951,40.722139673105495,0.3615176151761518,2020,1846,82226,0.7805429783617124
MSFT,5min,15,1.6,3,0.7968724279835392,0.096248766041461,40.60148148148148,0.3579418344519016,2026,1789,82226,0.7793932584649473
MSFT,5min,11,1.8,3,0.7958828186856691,0.10208926875593542,39.05843230403801,0.36429308565531476,2106,1939,82226,0.7701457726515111
MSFT,5min,16,1.5,3,0.7950055318476371,0.09573459715639811,38.984826932195354,0.34207764952780695,2110,1907,82226,0.767694685508155
MSFT,5min,12,1.7,3,0.7978574755472753,0.10195530726256984,38.29296693060084,0.3539325842696629,2148,1959,82226,0.7651524355941473
MSFT,5min,14,1.6,3,0.793762733113932,0.10385338345864661,38.65538316878232,0.3469279661016949,2128,1889,82226,0.7641654901726737
