bb_length,bb_mult,kc_mult,fire_accuracy,touch_reversal,squeeze_whipsaw,avg_squeeze_dur,squeeze_freq,total_fires,total_touches,total_squeezes,composite_score,bars_tested
22,2.2,1.2,0.8533604887983707,0.5816993464052288,0.31771894093686354,6.030549898167006,15.696930946291559,491,9792,491,0.7523087469882727,31280
20,2.2,1.5,0.822529224229543,0.5837965143664625,0.36663124335812963,8.507970244420829,30.083120204603578,941,10615,941,0.7509115513466068,31280
20,1.8,1.2,0.8191721132897604,0.5856090482922837,0.3660130718954248,8.16884531590414,29.34782608695652,918,13439,918,0.7506506280861427,31280
25,1.8,1.0,0.8547945205479452,0.5857826384142174,0.336986301369863,6.109589041095891,11.668797953964194,365,11704,365,0.749733330836431,31280
25,1.8,1.2,0.8228279386712095,0.5857826384142174,0.3747870528109029,7.998296422487223,18.765984654731458,587,11704,587,0.7495802422270635,31280
20,1.5,1.0,0.8191721132897604,0.580781209447184,0.3660130718954248,8.16884531590414,29.34782608695652,918,15412,918,0.7494436683748679,31280
22,2.5,1.5,0.8459167950693375,0.5854284248332479,0.349768875192604,6.654853620955316,20.748081841432224,649,7796,649,0.7492384621405153,31280
18,2.2,1.5,0.8234183191690274,0.5901667824878388,0.35694050991501414,9.000944287063268,33.85549872122762,1059,11512,1059,0.7489062326918684,31280
25,1.5,1.0,0.8228279386712095,0.582921152167588,0.3747870528109029,7.998296422487223,18.765984654731458,587,13748,587,0.7488648706654063,31280
18,1.8,1.2,0.8269049858889934,0.5786953504510757,0.34901222953904043,8.494825964252117,33.98337595907928,1063,14410,1063,0.7488533160629081,31280
25,1.8,1.8,0.8168130489335006,0.5857826384142174,0.3726474278544542,17.80075187969925,25.51150895140665,797,11704,798,0.7483277173199909,31280
22,1.8,1.0,0.8445297504798465,0.5838915596185673,0.33205374280230326,6.18042226487524,16.656010230179028,521,12689,521,0.7481226019967723,31280
22,2.0,1.2,0.8459167950693375,0.5800676879230495,0.349768875192604,6.654853620955316,20.748081841432224,649,11228,649,0.7478982779129657,31280
18,1.5,1.0,0.8269049858889934,0.5745772025154161,0.34901222953904043,8.494825964252117,33.98337595907928,1063,16379,1063,0.7478237790789931,31280
20,2.2,1.2,0.8441971383147854,0.5837965143664625,0.3275039745627981,6.033386327503974,20.108695652173914,629,10615,629,0.7476661397203914,31280
25,2.0,2.0,0.8168130489335006,0.5830062794348508,0.3726474278544542,17.80075187969925,25.51150895140665,797,10192,798,0.7476336275751493,31280
25,1.5,1.5,0.8168130489335006,0.582921152167588,0.3726474278544542,17.80075187969925,25.51150895140665,797,13748,798,0.7476123457583336,31280
30,1.8,2.0,0.828393135725429,0.5816710031801099,0.38845553822152884,22.305295950155763,20.524296675191817,641,10377,642,0.7468218069572738,31280
25,2.0,1.8,0.8142493638676844,0.5830062794348508,0.3761118170266836,14.545108005082593,25.159846547314576,786,10192,787,0.7459984247623471,31280
20,2.0,1.8,0.8149606299212598,0.5843962232897134,0.36184857423795475,14.420845624385448,32.512787723785166,1016,12074,1017,0.7459371216996756,31280
22,1.8,1.5,0.8142548596112311,0.5838915596185673,0.3775620280474649,12.18554476806904,29.635549872122763,926,12689,927,0.7458588407761448,31280
22,1.5,1.0,0.8152031454783748,0.5859550945198936,0.381389252948886,8.125819134993447,24.392583120204602,763,14653,763,0.7457024040362643,31280
20,2.5,1.8,0.8117283950617284,0.5901176470588235,0.37448559670781895,9.449588477366255,31.074168797953963,972,8500,972,0.7456362497763463,31280
22,1.8,1.2,0.8152031454783748,0.5838915596185673,0.381389252948886,8.125819134993447,24.392583120204602,763,12689,763,0.7451865203109327,31280
25,2.2,2.0,0.814214463840399,0.5820063694267515,0.37982565379825656,14.597758405977585,25.671355498721226,802,8792,803,0.7448095180592433,31280
25,2.0,1.2,0.8480176211453745,0.5830062794348508,0.3744493392070485,6.823788546255507,14.514066496163682,454,10192,454,0.7447824068631179,31280
20,2.5,1.5,0.8281053952321205,0.5901176470588235,0.35508155583437895,6.734002509410288,25.479539641943735,797,8500,797,0.7445306664698501,31280
20,1.8,1.0,0.8356589147286821,0.5856090482922837,0.3426356589147287,6.3023255813953485,20.62020460358056,645,13439,645,0.7444642775769469,31280
16,2.2,2.0,0.8192982456140351,0.5955724827422042,0.35758106923751093,15.777583187390542,36.508951406649615,1140,12603,1142,0.7444390747159677,31280
20,2.2,2.0,0.8133068520357497,0.5837965143664625,0.3680555555555556,14.781746031746032,32.22506393861892,1007,10615,1008,0.7442188554157534,31280
25,2.2,1.2,0.8501440922190202,0.5820063694267515,0.34293948126801155,5.890489913544669,11.093350383631714,347,8792,347,0.7437148488408377,31280
25,2.5,1.5,0.8480176211453745,0.5787110789283129,0.3744493392070485,6.823788546255507,14.514066496163682,454,6905,454,0.7437086067364834,31280
20,1.8,1.5,0.817658349328215,0.5856090482922837,0.36973180076628354,12.17911877394636,33.37595907928389,1042,13439,1044,0.7436402182144914,31280
30,1.8,1.8,0.8249619482496194,0.5816710031801099,0.3981762917933131,17.84954407294833,21.035805626598464,657,10377,658,0.743362262321585,31280
30,2.0,2.0,0.8249619482496194,0.581491404331324,0.3981762917933131,17.84954407294833,21.035805626598464,657,8958,658,0.7433173626093885,31280
