left_bars,right_bars,bounce_rate,interaction_rate,density_score,composite_score,total_levels,total_bounces,total_breaks,bars_tested
10,2,0.6954973289239379,0.8329272168661934,0.0,0.5280770966294331,9439,5468,2394,83560
6,2,0.699546708711076,0.8272601288008478,0.0,0.5279967221246847,12267,7099,3049,83560
7,2,0.6979022468320732,0.829007768361582,0.0,0.5278632292413039,11328,6554,2837,83560
9,2,0.6961719599082237,0.8307584269662921,0.0,0.5276963120531771,9968,5765,2516,83560
8,2,0.6960372431020779,0.8302224736048266,0.0,0.5274816393222792,10608,6130,2677,83560
5,2,0.7001623669493054,0.8238703923900119,0.0,0.5272260644967257,13456,7762,3324,83560
4,2,0.7002275312855518,0.8194712658986482,0.0,0.5259323922838152,15017,8617,3689,83560
3,2,0.6993973768167316,0.8134840532902705,0.0,0.5238041667137738,17339,9865,4240,83560
6,3,0.7010321651464234,0.8008458285274894,0.0,0.5206666146168162,10404,5841,2491,83560
7,3,0.6986407766990291,0.8023473203157457,0.0,0.5201605067743353,9628,5397,2328,83560
10,3,0.696014828544949,0.8057249533291848,0.0,0.5201234174167351,8035,4506,1968,83560
9,3,0.6968763748350199,0.8039377505305353,0.0,0.5199318750931685,8482,4752,2067,83560
5,3,0.7016829831701683,0.7975260987805948,0.0,0.5199310229022458,11399,6379,2712,83560
8,3,0.696078431372549,0.8034169070335034,0.0,0.5194564446590706,9014,5041,2201,83560
4,3,0.700434868551097,0.7950027500589298,0.0,0.5186747724381178,12727,7087,3031,83560
3,3,0.7013155617102302,0.7876474197286796,0.0,0.516820450602696,14669,8103,3451,83560
6,4,0.6981608872666012,0.7718899003034244,0.0,0.5108313249976678,9228,4973,2150,83560
5,4,0.699382557242089,0.76916988225982,0.0,0.5105039875747817,10107,5437,2337,83560
7,4,0.696336663639116,0.7731741573033708,0.0,0.5104869126466576,8544,4600,2006,83560
4,4,0.7001974677662911,0.7653124722197528,0.0,0.5096727287724423,11249,6028,2581,83560
8,4,0.6925931902533484,0.7748187046761691,0.0,0.5094828875041901,7998,4292,1905,83560
9,4,0.6920966912394994,0.7747376809669279,0.0,0.5092599807858781,7529,4037,1796,83560
10,4,0.6899728997289973,0.7759708397588673,0.0,0.5087804118192591,7133,3819,1716,83560
3,4,0.7008905722182414,0.7544794562866852,0.0,0.5067000657733021,12948,6847,2922,83560
6,5,0.6952502390819254,0.7483301526717557,0.0,0.5025991414342968,8384,4362,1912,83560
5,5,0.6970184156679333,0.7455595510515419,0.0,0.502475231582636,9177,4769,2073,83560
7,5,0.6934319119669876,0.7491948988792992,0.0,0.5021312344505848,7763,4033,1783,83560
8,5,0.690589527645551,0.7511001100110011,0.0,0.5015658440615207,7272,3772,1690,83560
4,5,0.6979553903345725,0.7384313725490196,0.0,0.5007115678985349,10200,5257,2275,83560
9,5,0.6879129420909444,0.7512408759124087,0.0,0.5005374396101004,6850,3540,1606,83560
10,5,0.6871794871794872,0.7519666820916242,0.0,0.5004617994992822,6483,3350,1525,83560
3,5,0.699753318454129,0.7259935186764455,0.0,0.49769938298458527,11726,5957,2556,83560
6,6,0.6963239211507725,0.7284605433376455,0.0,0.49706773146160266,7730,3921,1710,83560
5,6,0.6985006518904824,0.7236702441325628,0.0,0.49650133399596175,8479,4286,1850,83560
7,6,0.694833877472633,0.7282517482517482,0.0,0.4964090754645777,7150,3618,1589,83560
8,6,0.6926221132229716,0.7296450939457203,0.0,0.4959423734729047,6706,3389,1504,83560
9,6,0.6912212081703607,0.7290874524714829,0.0,0.49521471900958913,6312,3181,1421,83560
10,6,0.6894893519578658,0.7300234035439652,0.0,0.49480276184633587,5982,3011,1356,83560
4,6,0.6978919239904988,0.7158342189160467,0.0,0.49390703527101354,9410,4701,2035,83560
6,7,0.6952121448034254,0.7105517909002904,0.0,0.4912503951914573,7231,3572,1566,83560
3,6,0.7009616651297589,0.7024151013232164,0.0,0.4911091964488684,10807,5321,2270,83560
7,7,0.6937315944467817,0.7110379898294945,0.0,0.49080403472756107,6686,3298,1456,83560
5,7,0.6981941712855355,0.704674310192768,0.0,0.49067996157204463,7937,3905,1688,83560
8,7,0.6918084153983886,0.7124860468824749,0.0,0.4904691802240979,6271,3091,1377,83560
9,7,0.6915754402665397,0.7119620467638089,0.0,0.49021879013575853,5902,2906,1296,83560
10,7,0.6908999749310604,0.7127032338752903,0.0,0.49017096013501127,5597,2756,1233,83560
4,7,0.6987440874245637,0.6962298432886668,0.0,0.4883665879564255,8806,4284,1847,83560
6,8,0.6958828522920204,0.6909090909090909,0.0,0.48562586818953546,6820,3279,1433,83560
3,7,0.7024673439767779,0.681908155186065,0.0,0.48555938414653066,10104,4840,2050,83560
7,8,0.6939289805269186,0.6917591125198098,0.0,0.48509932596671046,6310,3029,1336,83560
8,8,0.6918590522478736,0.6943975700303746,0.0,0.4850628919082618,5926,2847,1268,83560
10,8,0.6901140684410646,0.6955043445409897,0.0,0.4846969307387228,5294,2541,1141,83560
9,8,0.6904639175257732,0.694593626924454,0.0,0.4845636550876455,5586,2679,1201,83560
5,8,0.6971885982038266,0.6851257356875334,0.0,0.48441315998779066,7476,3571,1551,83560
4,8,0.6982912068351727,0.6768674698795181,0.0,0.4823767236979245,8300,3923,1695,83560
3,8,0.7020098116790632,0.6629248845992447,0.0,0.4796813900513987,9532,4436,1883,83560
