smooth_length,trend_length,flip_accuracy,whipsaw_rate,avg_trend_duration,composite_score,total_flips,bars_tested
8,20,0.8139784946236559,0.16451612903225807,25.174757281553397,0.5954759609598487,310,7851
8,25,0.801470588235294,0.18382352941176472,28.70110701107011,0.5873755341404928,272,7851
8,16,0.7752808988764045,0.16853932584269662,21.909859154929578,0.5762948179344969,356,7851
8,14,0.7828282828282829,0.1919191919191919,19.69367088607595,0.5706061255869472,396,7851
5,16,0.785602503912363,0.20374707259953162,18.368544600938968,0.5671547434464835,427,7851
4,20,0.7931937172774869,0.225130890052356,20.412073490813647,0.5653378175191426,382,7851
5,20,0.7737430167597764,0.20670391061452514,21.784313725490197,0.5641343435887087,358,7851
8,10,0.7951890034364261,0.22839506172839505,16.164948453608247,0.5619108837376784,486,7851
5,25,0.7879684418145957,0.2455621301775148,23.083086053412462,0.5591596135254019,338,7851
8,12,0.7777777777777777,0.22072072072072071,17.564334085778782,0.55831815365361,444,7851
5,14,0.793360433604336,0.24746450304259635,15.908536585365853,0.5552626647799037,493,7851
4,25,0.78125,0.2528409090909091,22.162393162393162,0.5535849784476552,352,7851
4,16,0.7899159663865546,0.25366876310272535,16.44327731092437,0.5524322668411709,477,7851
8,8,0.8013406459475929,0.2645985401459854,14.3327239488117,0.5521102492193162,548,7851
3,20,0.7928571428571428,0.26666666666666666,18.56801909307876,0.5513331659644687,420,7851
4,14,0.7940074906367042,0.2841121495327103,14.655430711610487,0.5435695277124922,535,7851
5,12,0.783816425120773,0.2730560578661845,14.177536231884059,0.5424447058652853,553,7851
5,10,0.7922705314009661,0.28135048231511256,12.623188405797102,0.5421501358106727,622,7851
3,25,0.7731958762886598,0.3015463917525773,20.098191214470283,0.5341741511513034,388,7851
3,16,0.777992277992278,0.29865125240847784,15.108108108108109,0.5331476631840416,519,7851
5,8,0.7890662796323173,0.30434782608695654,11.377358490566039,0.5330171265721713,690,7851
4,12,0.7854030501089325,0.30505709624796085,12.78921568627451,0.5324180427826922,613,7851
2,20,0.790436005625879,0.32421052631578945,16.5126582278481,0.5315307768186244,475,7851
4,10,0.7867824409068982,0.3179190751445087,11.344428364688858,0.5280070500476748,692,7851
3,14,0.7828282828282829,0.32100840336134456,13.176767676767676,0.5268989240883417,595,7851
3,12,0.7888229475766568,0.3333333333333333,11.612759643916913,0.5244040431070226,675,7851
4,8,0.7799911465250111,0.3328912466843501,10.410358565737052,0.5200850330691527,754,7851
3,10,0.7909530083443127,0.3569553805774278,10.300919842312746,0.5171669008513999,762,7851
2,16,0.7779642058165548,0.35343383584589616,13.130872483221477,0.5151905888775695,597,7851
2,12,0.795111111111111,0.3808255659121172,10.436,0.5117723191874314,751,7851
2,14,0.7831858407079646,0.37260677466863035,11.544247787610619,0.51031480887886,679,7851
2,25,0.7785087719298245,0.3881578947368421,17.094505494505494,0.5080203401938314,456,7851
3,8,0.7774011299435029,0.3975225225225225,8.837655016910936,0.49845773038832564,888,7851
2,10,0.7729789590254706,0.4249448123620309,8.661878453038675,0.4883278406681351,906,7851
1,14,0.7956349206349206,0.4839476813317479,9.317857142857143,0.480190685744285,841,7851
1,25,0.7852112676056339,0.4823943661971831,13.71957671957672,0.4798511621961492,568,7851
1,20,0.7767584097859328,0.48244274809160304,11.96788990825688,0.47511680613439466,655,7851
1,12,0.7953900709219859,0.5015906680805938,8.309978768577494,0.4740295950585463,943,7851
1,16,0.7793487574978578,0.4852374839537869,10.060411311053985,0.47385676473777133,779,7851
2,8,0.773841961852861,0.48731884057971014,7.106980961015412,0.46877252802845826,1104,7851
1,10,0.7754056362083689,0.5391822827938672,6.6828644501278776,0.45351484091009214,1174,7851
1,8,0.7910915396802992,0.6177248677248677,5.187954996690933,0.43508396640425123,1512,7851
