left_bars,right_bars,bounce_rate,interaction_rate,density_score,composite_score,total_levels,total_bounces,total_breaks,bars_tested
6,2,0.7589846695149535,0.8112130479102956,0.0,0.5469577821790701,4905,3020,959,31250
8,2,0.7538107563991947,0.8125730310820285,0.0,0.5452962118842865,4279,2621,856,31250
7,2,0.7549919050188882,0.810586176727909,0.0,0.545172615025928,4572,2798,908,31250
10,2,0.7540663630448926,0.8117243200422498,0.0,0.545143841230632,3787,2318,756,31250
5,2,0.7590250632329271,0.8043277233216202,0.0,0.5449083422896569,5407,3301,1048,31250
9,2,0.7528365532045385,0.8122042341220423,0.0,0.5447958915184281,4015,2455,806,31250
4,2,0.7605164514785506,0.7964836622988887,0.0,0.5431516792810869,6029,3652,1150,31250
3,2,0.7618524620172067,0.7892227679861312,0.0,0.5415078152027221,6922,4162,1301,31250
6,3,0.7549077929803688,0.7853305302499416,0.0,0.5375622762671299,4281,2538,824,31250
8,3,0.7502544960977265,0.7881786573950255,0.0,0.5365553956575982,3739,2211,736,31250
10,3,0.7506702412868632,0.7871570696412421,0.0,0.536415217407118,3317,1960,651,31250
9,3,0.7499097798628654,0.7876634451392837,0.0,0.5362629454869313,3518,2078,693,31250
7,3,0.7511167836630505,0.7848735286751816,0.0,0.5359087720677747,3993,2354,780,31250
5,3,0.7551187551187551,0.7793617021276595,0.0,0.5358560126858,4700,2766,897,31250
4,3,0.7586036147561278,0.7715377268385865,0.0,0.5349027639540271,5235,3064,975,31250
3,3,0.7623308598865124,0.7613825191093386,0.0,0.5333470996874066,6018,3493,1089,31250
6,4,0.7483693786474425,0.7663772691397001,0.0,0.529260932200887,3801,2180,733,31250
8,4,0.7430691136274893,0.7697625488428014,0.0,0.5281564101038361,3327,1903,658,31250
9,4,0.7428452924097885,0.7683237731038878,0.0,0.5276352488950817,3138,1791,620,31250
10,4,0.7424175824175824,0.7688408246029064,0.0,0.5276192803479048,2959,1689,586,31250
7,4,0.7446573323507738,0.7655853314527503,0.0,0.5275385323761346,3545,2021,693,31250
5,4,0.747710767287654,0.7592903380484296,0.0,0.5268714083295905,4171,2368,799,31250
4,4,0.7523645743766122,0.7509685751183814,0.0,0.5262364022861593,4646,2625,864,31250
3,4,0.7548469387755102,0.7361502347417841,0.0,0.5227838459327393,5325,2959,961,31250
6,5,0.7424892703862661,0.7454915648632926,0.0,0.5206431776134942,3438,1903,660,31250
10,5,0.7376804380288701,0.7485096870342772,0.0,0.5196250813218313,2684,1482,527,31250
8,5,0.7367256637168141,0.7493368700265252,0.0,0.5194913264946832,3016,1665,595,31250
7,5,0.7384937238493724,0.7450124688279302,0.0,0.5189012301881281,3208,1765,625,31250
9,5,0.735653809971778,0.7483280535022879,0.0,0.5187599400393976,2841,1564,562,31250
5,5,0.7428057553956835,0.7377919320594479,0.0,0.5184598817761078,3768,2065,715,31250
6,6,0.7438488576449912,0.7323037323037324,0.0,0.5172306627491162,3108,1693,583,31250
4,5,0.7481116584564861,0.7262103505843072,0.0,0.5171077685578865,4193,2278,767,31250
8,6,0.7419033383158944,0.7340892465252378,0.0,0.5169881092839291,2734,1489,518,31250
10,6,0.7438202247191011,0.7307060755336617,0.0,0.516739912547739,2436,1324,456,31250
7,6,0.7424528301886792,0.7310344827586207,0.0,0.516291476903058,2900,1574,546,31250
9,6,0.7409574468085106,0.7312329832749903,0.0,0.5157528737059014,2571,1393,487,31250
3,5,0.7524286134824846,0.7087419152931358,0.0,0.5135940199809346,4793,2556,841,31250
5,6,0.7422764227642277,0.7220428529498092,0.0,0.5135234249906339,3407,1826,634,31250
4,6,0.7470193740685543,0.709114927344782,0.0,0.5115422278308563,3785,2005,679,31250
10,7,0.730722891566265,0.7170626349892009,0.0,0.5074079471232662,2315,1213,447,31250
8,7,0.7287862513426423,0.7194744976816074,0.0,0.5073568498415392,2588,1357,505,31250
3,6,0.751006711409396,0.6898148148148148,0.0,0.5073471290082028,4320,2238,742,31250
9,7,0.7298225529479107,0.7171592775041051,0.0,0.5070768044303958,2436,1275,472,31250
6,7,0.7318355640535373,0.7142369409354729,0.0,0.5070053079020568,2929,1531,561,31250
8,8,0.7344018317115054,0.7101626016260163,0.0,0.5068095131724071,2460,1283,464,31250
7,7,0.7286150712830958,0.7165268150310106,0.0,0.5064040730225414,2741,1431,533,31250
9,8,0.7337386018237082,0.7075268817204301,0.0,0.5057535052456124,2325,1207,438,31250
10,8,0.7335463258785943,0.7075045207956601,0.0,0.5056698865901357,2212,1148,417,31250
6,8,0.7361680327868853,0.7031700288184438,0.0,0.5054182217602873,2776,1437,515,31250
7,8,0.7339149400218102,0.7051134179161861,0.0,0.5051000013835799,2601,1346,488,31250
5,7,0.7325633051976899,0.7032177444548579,0.0,0.5039906454155333,3201,1649,602,31250
5,8,0.7365155131264917,0.6918758256274768,0.0,0.5021689529388397,3028,1543,552,31250
4,7,0.7370355247039608,0.689082723691615,0.0,0.5015390269890688,3554,1805,644,31250
4,8,0.7397622192866579,0.675089179548157,0.0,0.49843164157911024,3364,1680,591,31250
3,7,0.7410549612689045,0.6680630852636766,0.0,0.49684091008666476,4058,2009,702,31250
3,8,0.7450199203187251,0.654156893406307,0.0,0.49425503614938215,3837,1870,640,31250
