left_bars,right_bars,bounce_rate,interaction_rate,density_score,composite_score,total_levels,total_bounces,total_breaks,bars_tested
8,2,0.7211587544665645,0.827455121436114,0.0,0.53670003821746,9470,5651,2185,84611
9,2,0.7192982456140351,0.8288806222522828,0.0,0.5363834849212988,8871,5289,2064,84611
7,2,0.7213153818658405,0.8260826771653543,0.0,0.5363509558959425,10160,6054,2339,84611
5,2,0.7230614300100705,0.8235879572032844,0.0,0.5363009591650135,12057,7180,2750,84611
10,2,0.7178899082568807,0.8294887039239002,0.0,0.5360025744799224,8410,5008,1968,84611
6,2,0.7208917338042159,0.8253780287848425,0.0,0.535970102157139,10978,6532,2529,84611
4,2,0.7225527312060573,0.8211695040710585,0.0,0.5353719437037405,13510,8016,3078,84611
3,2,0.7232839624143972,0.8154545454545454,0.0,0.5339499486021225,15400,9083,3475,84611
5,3,0.7238130200685267,0.7957931638913234,0.0,0.5282631571948077,10269,5915,2257,84611
8,3,0.7217310376919498,0.7975999010268464,0.0,0.5279723853848339,8083,4653,1794,84611
6,3,0.7208182912154031,0.7976749146757679,0.0,0.5276297908888916,9376,5391,2088,84611
7,3,0.7211621856027753,0.7971882922332335,0.0,0.5276213619110802,8678,4989,1929,84611
10,3,0.7195610520815189,0.799248224975637,0.0,0.5275988883252987,7183,4131,1610,84611
9,3,0.7197157494628987,0.7988118811881189,0.0,0.5275298641415951,7575,4355,1696,84611
4,3,0.7227352682497801,0.7928179203346989,0.0,0.5269394834003217,11473,6574,2522,84611
10,8,0.7104710471047104,0.695389109117463,0.111750639199789,0.5263303433370597,4793,2368,965,84611
3,3,0.7226645950670033,0.787308868501529,0.0,0.52525849857726,13080,7442,2856,84611
5,4,0.7233495284366962,0.7717247463608293,0.0,0.5208572352829273,9068,5062,1936,84611
10,4,0.7203235591506573,0.7737443279611954,0.0,0.5202527220486215,6391,3562,1383,84611
6,4,0.7199625993454886,0.7729462780052999,0.0,0.5198689231397854,8302,4620,1797,84611
4,4,0.7223934257832563,0.7694131594546533,0.0,0.5197813181496985,10122,5626,2162,84611
9,4,0.7197464464079908,0.7728622327790974,0.0,0.5197572483969255,6736,3747,1459,84611
8,4,0.7202885482416591,0.7720690615427458,0.0,0.5197361377594873,7182,3994,1551,84611
7,4,0.7199124726477024,0.7717588984151728,0.0,0.5194926585836328,7698,4277,1664,84611
3,4,0.7221778335806415,0.7601075828561513,0.0,0.516903408289102,11526,6327,2434,84611
5,5,0.7198177676537585,0.7480525803310614,0.0,0.5123428811608218,8216,4424,1722,84611
4,5,0.7196536034052546,0.7434526407682235,0.0,0.5108972335925689,9164,4903,1910,84611
10,5,0.7158934313275149,0.7481099656357388,0.0,0.5107903622217276,5820,3117,1237,84611
6,5,0.7148687012065295,0.7492688114863069,0.0,0.5107281239285039,7522,4029,1607,84611
9,5,0.7158768290019655,0.7477139124755062,0.0,0.5106649053434381,6124,3278,1301,84611
7,5,0.7156543399118606,0.7478148731910016,0.0,0.5106061979220448,6979,3735,1484,84611
8,5,0.7157527212980078,0.7472375690607734,0.0,0.5104723592374352,6516,3485,1384,84611
3,5,0.7202092871157619,0.7334740477789504,0.0,0.5081259291799899,10423,5506,2139,84611
5,6,0.7191780821917808,0.7288491854965844,0.0,0.5063259885256877,7612,3990,1558,84611
6,6,0.7145091904575674,0.7328747492118085,0.0,0.5056661009465695,6978,3654,1460,84611
10,6,0.7148989898989899,0.7317073170731707,0.0,0.5054717910815472,5412,2831,1129,84611
7,6,0.7149187592319055,0.7315529484408768,0.0,0.5054333882250253,6478,3388,1351,84611
8,6,0.7151898734177216,0.7307565246118269,0.0,0.5053029067506367,6054,3164,1260,84611
9,6,0.7148005766458434,0.7309448542325254,0.0,0.505203686928095,5694,2975,1187,84611
4,6,0.7205738506684056,0.7231784956378212,0.0,0.5051830889587086,8482,4420,1714,84611
3,6,0.7203377493084874,0.712551867219917,0.0,0.50190065988937,9640,4948,1921,84611
5,7,0.7178826328310864,0.7083274820952113,0.0,0.49965129776099804,7121,3621,1423,84611
6,7,0.7136422136422137,0.7130620985010707,0.0,0.49937551500720667,6538,3327,1335,84611
7,7,0.7121737121737122,0.7124753127057275,0.0,0.49861207868120316,6076,3083,1246,84611
10,7,0.7102649006622517,0.7125442390876917,0.0,0.49786923199120825,5086,2574,1050,84611
4,7,0.7182161481747887,0.701084215834594,0.0,0.49761172402029374,7932,3994,1567,84611
8,7,0.7101556708673091,0.7114978902953587,0.0,0.49751163543553123,5688,2874,1173,84611
9,7,0.7097874573602729,0.7119372314589949,0.0,0.49749615238180767,5353,2705,1106,84611
9,8,0.711149130310807,0.694868238557559,0.01168484791181612,0.49642557806513526,5047,2494,1013,84611
3,7,0.7181218845473549,0.6905396402398402,0.0,0.494410645890894,9006,4466,1753,84611
6,8,0.7139513108614233,0.694408322496749,0.0,0.493903021093594,6152,3050,1222,84611
7,8,0.7129559748427673,0.6949300699300699,0.0,0.4936614109161279,5720,2834,1141,84611
5,8,0.7173865856305622,0.688536840532058,0.0,0.4935156864118423,6691,3305,1302,84611
8,8,0.7111767866738312,0.6945325620451577,0.0,0.49283048328307977,5359,2647,1075,84611
4,8,0.7189221085759244,0.6824161073825503,0.0,0.4922936756451348,7450,3655,1429,84611
3,8,0.7179802955665024,0.6715500945179584,0.0,0.48865714658198856,8464,4081,1603,84611
