bb_length,bb_mult,kc_mult,fire_accuracy,touch_reversal,squeeze_whipsaw,avg_squeeze_dur,squeeze_freq,total_fires,total_touches,total_squeezes,composite_score,bars_tested
22,2.5,2.0,0.8483080513418904,0.5829848825989064,0.3862310385064177,10.537296037296038,27.673848535672814,857,6218,858,0.7536808764256893,31004
22,2.2,1.8,0.8516801853997682,0.5827797969670385,0.3904982618771727,11.011574074074074,27.86737195200619,863,7979,864,0.7535744393923969,31004
22,1.5,1.2,0.8483080513418904,0.5805664830841857,0.3862310385064177,10.537296037296038,27.673848535672814,857,12710,858,0.753076276547009,31004
30,1.5,1.8,0.8622754491017964,0.5582207951647936,0.38173652694610777,21.385650224215247,21.57786092117146,668,10589,669,0.7528037017852104,31004
20,2.2,1.8,0.8477822580645161,0.5878455563171122,0.3840725806451613,10.930513595166163,32.02812540317378,992,8754,993,0.751897712332053,31004
22,1.8,1.5,0.8450867052023121,0.5789813618748847,0.3872832369942196,11.454965357967668,27.931879757450652,865,10838,866,0.7514505427808598,31004
20,2.5,2.0,0.8425832492431887,0.5951930080116533,0.39152371342078707,10.419354838709678,31.995871500451553,991,6865,992,0.7503658459199205,31004
22,2.2,2.0,0.8317358892438764,0.5827797969670385,0.3844515441959531,12.743617021276595,30.318668558895624,939,7979,940,0.7485717157011083,31004
20,1.8,1.5,0.8355196770938446,0.5864544589568377,0.38244197780020184,11.380040322580646,31.995871500451553,991,11561,992,0.7483325709165597,31004
30,1.5,2.0,0.8474074074074074,0.5582207951647936,0.37777777777777777,25.39792899408284,21.803638240227066,675,10589,676,0.7480065465887,31004
18,2.5,1.5,0.8454545454545455,0.6012925349512002,0.37230419977298523,6.535754824063564,28.415688298284092,880,7582,881,0.746240995671553,31004
22,2.0,1.8,0.8284789644012945,0.579891130323407,0.389428263214671,12.63469827586207,29.931621726228872,927,9369,928,0.7461594060975723,31004
20,1.5,1.2,0.8425832492431887,0.5768549933618528,0.39152371342078707,10.419354838709678,31.995871500451553,991,13558,992,0.7457813422574704,31004
18,2.2,1.8,0.8464254192409533,0.5946764091858038,0.38393645189761694,10.981481481481481,36.57592568700812,1133,9580,1134,0.7456527389493192,31004
20,2.2,1.5,0.8298368298368298,0.5878455563171122,0.40046565774155995,7.977881257275902,27.706102438395046,858,8754,859,0.745574836167696,31004
18,2.0,1.2,0.8454545454545455,0.5973531544597535,0.37230419977298523,6.535754824063564,28.415688298284092,880,11032,881,0.7452561505486913,31004
22,2.5,1.8,0.8259162303664922,0.5829848825989064,0.39397905759162305,8.865359477124183,24.67423558250548,764,6218,765,0.7450263253617684,31004
18,2.5,1.0,0.8794788273615635,0.6012925349512002,0.30944625407166126,3.749185667752443,9.901948135724423,307,7582,307,0.7442970751058782,31004
18,2.5,2.0,0.8354203935599285,0.6012925349512002,0.3881932021466905,10.656836461126005,36.09211714617469,1118,7582,1119,0.7437474226921481,31004
20,1.8,1.2,0.8272946859903382,0.5864544589568377,0.3944511459589867,7.737032569360675,26.738485356728162,828,11561,829,0.7435595597401709,31004
20,2.0,1.5,0.8229715489989463,0.5886238170347003,0.40042149631190727,9.342105263157896,30.64120758611792,949,10144,950,0.7428733655701856,31004
22,1.5,1.0,0.8340306834030683,0.5805664830841857,0.3852573018080668,7.3769123783031985,23.19055605728293,717,12710,719,0.7428056241229822,31004
25,2.0,2.0,0.8238276299112801,0.5727821864266256,0.39036755386565275,15.7126582278481,25.480583150561216,789,8443,790,0.7427519471136272,31004
25,2.0,1.8,0.8242506811989101,0.5727821864266256,0.391008174386921,13.477551020408164,23.7066185008386,734,8443,735,0.7427187073695991,31004
22,2.2,1.5,0.8272108843537415,0.5827797969670385,0.39727891156462586,7.796195652173913,23.73887240356083,735,7979,736,0.7425004431784646,31004
20,2.0,1.8,0.8264705882352941,0.5886238170347003,0.3911764705882353,12.925563173359452,32.931234679396205,1020,10144,1021,0.7424176219498775,31004
22,1.8,1.2,0.8340306834030683,0.5789813618748847,0.3852573018080668,7.3769123783031985,23.19055605728293,717,10838,719,0.742409343820657,31004
20,2.5,1.5,0.8414285714285714,0.5951930080116533,0.3780313837375178,6.557774607703281,22.6099858082828,700,6865,701,0.7422967235741381,31004
25,2.0,1.5,0.834597875569044,0.5727821864266256,0.40515933232169954,9.153030303030302,21.287575796671398,659,8443,660,0.7422850761969446,31004
25,1.8,1.8,0.8238276299112801,0.5703077236600774,0.39036755386565275,15.7126582278481,25.480583150561216,789,9814,790,0.7421333314219901,31004
25,1.5,1.5,0.8238276299112801,0.568183751595066,0.39036755386565275,15.7126582278481,25.480583150561216,789,11755,790,0.7416023384057373,31004
30,1.8,1.5,0.8355387523629489,0.5595655220742817,0.39697542533081287,11.318867924528302,17.094568442781576,529,8562,530,0.7413091498947518,31004
30,1.8,1.8,0.8276972624798712,0.5595655220742817,0.38808373590982287,15.82315112540193,20.06192749322668,621,8562,622,0.741179625285076,31004
20,1.5,1.0,0.8272946859903382,0.5768549933618528,0.3944511459589867,7.737032569360675,26.738485356728162,828,13558,829,0.7411596933414247,31004
20,2.2,2.0,0.8210422812192724,0.5878455563171122,0.39036381514257623,13.212180746561886,32.834472971229516,1017,8754,1018,0.7409589980406998,31004
30,1.5,1.5,0.8276972624798712,0.5582207951647936,0.38808373590982287,15.82315112540193,20.06192749322668,621,10589,622,0.740843443557704,31004
18,2.2,1.5,0.8254122211445198,0.5946764091858038,0.4001937984496124,8.016472868217054,33.28602760934073,1031,9580,1032,0.7407676063451692,31004
20,2.0,1.2,0.8414285714285714,0.5886238170347003,0.3780313837375178,6.557774607703281,22.6099858082828,700,10144,701,0.7406544258298998,31004
30,2.0,2.0,0.8276972624798712,0.5555098684210527,0.38808373590982287,15.82315112540193,20.06192749322668,621,7296,622,0.7401657118717688,31004
22,2.0,1.5,0.8222490931076178,0.579891130323407,0.4062877871825877,9.157004830917874,26.706231454005934,827,9369,828,0.7400755637174901,31004
20,2.5,1.8,0.8154180238870793,0.5951930080116533,0.41368078175895767,8.656182212581346,29.738098309895495,921,6865,922,0.7400034637292976,31004
22,1.5,1.5,0.8167372881355932,0.5805664830841857,0.399364406779661,15.16931216931217,30.479938072506773,944,12710,945,0.7395218087292978,31004
25,2.5,1.8,0.8285256410256411,0.5731370745170193,0.4096,8.440894568690096,20.190943104115597,624,5435,626,0.7394419609369471,31004
22,2.0,2.0,0.8167372881355932,0.579891130323407,0.399364406779661,15.16931216931217,30.479938072506773,944,9369,945,0.7393529705391032,31004
18,1.8,1.5,0.8405286343612335,0.5916639793614963,0.3991189427312775,11.360915492957746,36.64043349245259,1135,12404,1136,0.739227460311837,31004
22,1.8,1.8,0.8167372881355932,0.5789813618748847,0.399364406779661,15.16931216931217,30.479938072506773,944,10838,945,0.7391255284269725,31004
18,2.0,1.5,0.8306159420289855,0.5973531544597535,0.4003623188405797,9.378280542986426,35.640562508063475,1104,11032,1105,0.7390315540000499,31004
25,2.2,2.0,0.8153034300791556,0.5736118900729108,0.3970976253298153,13.379446640316205,24.480712166172104,758,7132,759,0.7387195952095205,31004
30,1.8,2.0,0.8448795180722891,0.5595655220742817,0.4186746987951807,18.65714285714286,21.448845310282543,664,8562,665,0.7386865612414619,31004
16,2.5,1.8,0.8344316309719935,0.6066877119139483,0.3929159802306425,9.160361842105264,39.220745710230936,1214,8553,1216,0.7384045126953729,31004
20,1.5,1.8,0.8327444051825678,0.5768549933618528,0.42285041224970554,23.82470588235294,27.41581731389498,849,13558,850,0.7383244668328071,31004
25,1.8,2.0,0.8271752085816448,0.5703077236600774,0.41120381406436235,18.04642857142857,27.093278286672685,839,9814,840,0.7379285399734221,31004
25,1.5,2.0,0.8555240793201133,0.568183751595066,0.40509915014164305,27.864214992927863,22.803509224616178,706,11755,707,0.7378809908496301,31004
16,1.8,2.0,0.8165137614678899,0.5965524927557768,0.4148827726809378,21.64562118126273,31.67333247322926,981,13459,982,0.7375826710036946,31004
18,1.5,1.2,0.8354203935599285,0.5762464362700785,0.3881932021466905,10.656836461126005,36.09211714617469,1118,14381,1119,0.7374858980218677,31004
25,2.5,2.0,0.8194842406876791,0.5731370745170193,0.4068767908309456,10.55650929899857,22.545478002838344,698,5435,699,0.737410343127822,31004
16,2.5,1.5,0.8351851851851851,0.6066877119139483,0.37650323774283073,6.741219963031424,34.8987227454522,1080,8553,1082,0.7373493358195621,31004
16,2.5,1.0,0.8694736842105263,0.6066877119139483,0.33052631578947367,3.7157894736842105,15.32060379305896,475,8553,475,0.7370403490311186,31004
25,2.2,1.5,0.8283185840707965,0.5736118900729108,0.40636042402826855,7.6643109540636045,18.255708940781833,565,7132,566,0.7369515512730356,31004
18,2.0,1.8,0.8244343891402715,0.5973531544597535,0.40180995475113124,13.355334538878843,35.67281641078571,1105,11032,1106,0.7367614226512608,31004
25,1.5,1.8,0.8324675324675325,0.568183751595066,0.42207792207792205,22.285343709468222,24.86775899883886,770,11755,771,0.7362667171195456,31004
25,1.5,1.2,0.8194842406876791,0.568183751595066,0.4068767908309456,10.55650929899857,22.545478002838344,698,11755,699,0.7361720123973338,31004
16,2.0,1.2,0.8351851851851851,0.5999004314636575,0.37650323774283073,6.741219963031424,34.8987227454522,1080,12052,1082,0.7356525157069894,31004
20,2.0,2.0,0.8121927236971485,0.5886238170347003,0.4031465093411996,15.509823182711198,32.834472971229516,1017,10144,1018,0.7353030224138039,31004
25,1.8,1.5,0.8257790368271954,0.5703077236600774,0.4206798866855524,11.636492220650636,22.803509224616178,706,9814,707,0.7351406702917899,31004
20,1.8,1.8,0.8121927236971485,0.5864544589568377,0.4031465093411996,15.509823182711198,32.834472971229516,1017,11561,1018,0.7347606828943382,31004
18,2.2,2.0,0.8174460431654677,0.5946764091858038,0.39748201438848924,13.478885893980234,35.89859372984131,1112,9580,1113,0.7347014220992334,31004
25,1.8,1.2,0.8355387523629489,0.5703077236600774,0.41509433962264153,7.50188679245283,17.094568442781576,529,9814,530,0.734483839642772,31004
20,1.8,1.0,0.8367003367003367,0.5864544589568377,0.3686868686868687,5.880471380471381,19.158818217004256,594,11561,594,0.734256712382307,31004
18,1.8,1.2,0.8206627680311891,0.5916639793614963,0.40311587147030187,7.6007789678675755,33.12475809572958,1026,12404,1027,0.7341357169012819,31004
25,1.5,1.0,0.8355387523629489,0.568183751595066,0.41509433962264153,7.50188679245283,17.094568442781576,529,11755,530,0.733952846626519,31004
18,2.5,1.8,0.8145386766076421,0.6012925349512002,0.41379310344827586,8.796089385474861,34.64069152367436,1073,7582,1074,0.7335019749852331,31004
22,1.5,1.8,0.8152173913043478,0.5805664830841857,0.42632850241545894,22.936067551266586,26.738485356728162,828,12710,829,0.733124712558486,31004
18,1.5,1.8,0.8186046511627907,0.5762464362700785,0.42674418604651165,24.97444831591173,27.770610243839503,860,14381,861,0.7329569579047288,31004
18,2.0,2.0,0.8145756457564576,0.5973531544597535,0.4114391143911439,15.975115207373271,34.995484453618886,1084,11032,1085,0.7325253963213916,31004
20,1.5,1.5,0.8121927236971485,0.5768549933618528,0.4031465093411996,15.509823182711198,32.834472971229516,1017,13558,1018,0.7323608164955919,31004
16,2.2,1.5,0.8256880733944955,0.5991883729709324,0.4025,8.250624479600333,38.73693716939749,1199,10596,1201,0.7323169533120859,31004
30,2.2,1.8,0.8268482490272373,0.5533333333333333,0.4174757281553398,10.928294573643411,16.643013804670364,514,6000,516,0.7320188760026696,31004
16,2.0,1.8,0.830997526793075,0.5999004314636575,0.40807914262159933,13.593080724876442,39.15623790478648,1213,12052,1214,0.7319941837404595,31004
30,2.5,1.8,0.8296296296296296,0.5533827826477861,0.4211822660098522,8.5935960591133,13.095084505225131,405,4449,406,0.7319390180483722,31004
16,1.8,1.2,0.8270989193682461,0.5965524927557768,0.3978405315614618,7.8157676348547716,38.86595278028641,1203,13459,1205,0.7311887544904562,31004
18,1.8,1.8,0.8145756457564576,0.5916639793614963,0.4114391143911439,15.975115207373271,34.995484453618886,1084,12404,1085,0.7311031025468273,31004
14,2.5,2.0,0.8424110384894699,0.6119155978485726,0.40232389251997097,11.214804063860667,44.4458779512321,1377,9668,1378,0.7310447746269378,31004
20,2.5,1.0,0.8622448979591837,0.5951930080116533,0.34183673469387754,3.892857142857143,6.32176493355696,196,6865,196,0.7309411091457705,31004
16,1.8,1.5,0.8322683706070287,0.5965524927557768,0.402555910543131,11.661612130885874,40.414140110953426,1252,13459,1253,0.7308227565503477,31004
18,1.8,2.0,0.8026859504132231,0.5916639793614963,0.42355371900826444,20.50980392156863,31.25403173784028,968,12404,969,0.7307432973158744,31004
20,1.8,2.0,0.8002148227712137,0.5864544589568377,0.4242749731471536,19.833690987124463,30.06063733711779,931,11561,932,0.7305082560552554,31004
18,1.5,1.0,0.8206627680311891,0.5762464362700785,0.40311587147030187,7.6007789678675755,33.12475809572958,1026,14381,1027,0.7302813311284274,31004
22,1.8,2.0,0.8069196428571429,0.5789813618748847,0.4263392857142857,19.024526198439244,28.93175074183976,896,10838,897,0.7302364118972926,31004
18,1.8,1.0,0.8320512820512821,0.5916639793614963,0.38156209987195905,5.782330345710627,25.190298026061154,780,12404,781,0.7299641579448751,31004
16,2.2,2.0,0.8251864125932062,0.5991883729709324,0.4109362054681027,13.857615894039736,38.9627144884531,1207,10596,1208,0.7296811081729141,31004
16,1.5,1.8,0.8145161290322581,0.5812243835794678,0.423963133640553,26.234752589182968,28.028641465617337,868,15371,869,0.7295543092304629,31004
14,2.0,2.0,0.8168402777777778,0.6016733901090692,0.4157986111111111,17.899392888117955,37.18874983873049,1152,13386,1153,0.7295395283516053,31004
22,1.5,2.0,0.8461538461538461,0.5805664830841857,0.4217032967032967,29.246913580246915,23.513095084505224,728,12710,729,0.7294055718405529,31004
16,2.0,1.5,0.8250798722044729,0.5999004314636575,0.4033546325878594,9.609736632083,40.414140110953426,1252,12052,1253,0.729303511195369,31004
25,2.2,1.8,0.8111888111888111,0.5736118900729108,0.4307692307692308,10.98463687150838,23.09379434911624,715,7132,716,0.7290673081825634,31004
14,1.8,2.0,0.811949069539667,0.5953346855983773,0.4348677766895201,22.259295499021526,32.96348858211844,1021,14790,1022,0.7287623004522503,31004
18,2.2,1.2,0.8339973439575034,0.5946764091858038,0.3859416445623342,5.636604774535809,24.31944265256096,753,9580,754,0.7287489420884764,31004
