swing_length,ob_strength,flip_accuracy,whipsaw_rate,avg_trend_duration,composite_score,total_signals,total_choch,bars_tested
7,2.5,0.8880945572395387,0.02745210180154418,24.12442791762014,0.6487166303084687,3507,1416,84428
7,2.0,0.8880945572395387,0.02745210180154418,24.12442791762014,0.6487166303084687,3507,1416,84428
7,1.5,0.8880945572395387,0.02745210180154418,24.12442791762014,0.6487166303084687,3507,1416,84428
7,3.0,0.8880945572395387,0.02745210180154418,24.12442791762014,0.6487166303084687,3507,1416,84428
7,1.0,0.8880945572395387,0.02745210180154418,24.12442791762014,0.6487166303084687,3507,1416,84428
9,1.0,0.8821560093739538,0.020756611985269503,28.244809109176156,0.6486426790569128,2995,1116,84428
9,2.0,0.8821560093739538,0.020756611985269503,28.244809109176156,0.6486426790569128,2995,1116,84428
9,1.5,0.8821560093739538,0.020756611985269503,28.244809109176156,0.6486426790569128,2995,1116,84428
9,3.0,0.8821560093739538,0.020756611985269503,28.244809109176156,0.6486426790569128,2995,1116,84428
9,2.5,0.8821560093739538,0.020756611985269503,28.244809109176156,0.6486426790569128,2995,1116,84428
10,1.5,0.8810205054840248,0.02074391988555079,30.173881932021466,0.648329377528368,2802,1029,84428
10,1.0,0.8810205054840248,0.02074391988555079,30.173881932021466,0.648329377528368,2802,1029,84428
10,2.0,0.8810205054840248,0.02074391988555079,30.173881932021466,0.648329377528368,2802,1029,84428
10,3.0,0.8810205054840248,0.02074391988555079,30.173881932021466,0.648329377528368,2802,1029,84428
10,2.5,0.8810205054840248,0.02074391988555079,30.173881932021466,0.648329377528368,2802,1029,84428
8,2.5,0.883073727933541,0.02336448598130841,26.28201932066064,0.6480879157386672,3219,1242,84428
8,1.0,0.883073727933541,0.02336448598130841,26.28201932066064,0.6480879157386672,3219,1242,84428
8,3.0,0.883073727933541,0.02336448598130841,26.28201932066064,0.6480879157386672,3219,1242,84428
8,1.5,0.883073727933541,0.02336448598130841,26.28201932066064,0.6480879157386672,3219,1242,84428
8,2.0,0.883073727933541,0.02336448598130841,26.28201932066064,0.6480879157386672,3219,1242,84428
6,3.0,0.8880784926630199,0.03177910914300599,21.974726420010423,0.6472593305766301,3851,1564,84428
6,2.5,0.8880784926630199,0.03177910914300599,21.974726420010423,0.6472593305766301,3851,1564,84428
6,2.0,0.8880784926630199,0.03177910914300599,21.974726420010423,0.6472593305766301,3851,1564,84428
6,1.0,0.8880784926630199,0.03177910914300599,21.974726420010423,0.6472593305766301,3851,1564,84428
6,1.5,0.8880784926630199,0.03177910914300599,21.974726420010423,0.6472593305766301,3851,1564,84428
5,2.0,0.8895268359670151,0.041353383458646614,19.834077555816688,0.6448142572434521,4266,1795,84428
5,2.5,0.8895268359670151,0.041353383458646614,19.834077555816688,0.6448142572434521,4266,1795,84428
5,3.0,0.8895268359670151,0.041353383458646614,19.834077555816688,0.6448142572434521,4266,1795,84428
5,1.0,0.8895268359670151,0.041353383458646614,19.834077555816688,0.6448142572434521,4266,1795,84428
5,1.5,0.8895268359670151,0.041353383458646614,19.834077555816688,0.6448142572434521,4266,1795,84428
4,2.0,0.8894696413921496,0.05589806822852446,17.347173689619733,0.6402512385014559,4875,2089,84428
4,1.5,0.8894696413921496,0.05589806822852446,17.347173689619733,0.6402512385014559,4875,2089,84428
4,2.5,0.8894696413921496,0.05589806822852446,17.347173689619733,0.6402512385014559,4875,2089,84428
4,1.0,0.8894696413921496,0.05589806822852446,17.347173689619733,0.6402512385014559,4875,2089,84428
4,3.0,0.8894696413921496,0.05589806822852446,17.347173689619733,0.6402512385014559,4875,2089,84428
3,3.0,0.89335970234753,0.06818968501211492,14.60862039120651,0.6379251585304082,5791,2565,84428
3,1.0,0.89335970234753,0.06818968501211492,14.60862039120651,0.6379251585304082,5791,2565,84428
3,1.5,0.89335970234753,0.06818968501211492,14.60862039120651,0.6379251585304082,5791,2565,84428
3,2.0,0.89335970234753,0.06818968501211492,14.60862039120651,0.6379251585304082,5791,2565,84428
3,2.5,0.89335970234753,0.06818968501211492,14.60862039120651,0.6379251585304082,5791,2565,84428
