smooth_length,trend_length,flip_accuracy,whipsaw_rate,avg_trend_duration,composite_score,total_flips,bars_tested
8,20,0.788114969634024,0.19042210865038803,21.93260128739114,0.5592549553320538,5283,115882
8,16,0.7922387464196138,0.20797113334426767,19.003937007874015,0.5554881217516628,6097,115882
8,25,0.7773121753364894,0.19313304721030042,24.852758102597125,0.5542717524421877,4660,115882
8,14,0.7907705198406338,0.22846497764530552,17.26948874645998,0.5486628736361101,6710,115882
8,12,0.78900815346758,0.2382522671063479,15.9213961797444,0.5449519403193349,7278,115882
5,25,0.7874166380593189,0.25224739302409205,20.821974465024276,0.5403705326789389,5562,115882
5,20,0.7913410505266271,0.2595182595182595,18.005439850792666,0.539613206547237,6435,115882
8,10,0.7805366508727033,0.2664296223639039,14.207357449417536,0.5330213852508291,8156,115882
5,16,0.7864253366104942,0.2784423179160021,15.401036820417387,0.5318348557872558,7524,115882
4,25,0.7887768902708131,0.28812437975521005,19.155004135649296,0.5300652271424454,6046,115882
5,14,0.7832021916886375,0.2887341153470186,14.158743737015765,0.5273937366194423,8184,115882
4,20,0.7871793500140877,0.29815414964069326,16.325817361894025,0.5262707938153081,7097,115882
5,12,0.7807636322920165,0.2946708463949843,12.97312730937185,0.5245759061129299,8932,115882
8,8,0.7838996677028621,0.3132904608788853,12.41933754957659,0.5202157624663416,9330,115882
4,16,0.7824303736877338,0.3126523647001463,14.1242228453005,0.5199077472315795,8204,115882
5,10,0.7817795907538222,0.32222443294866693,11.527808178290718,0.516641379521205,10052,115882
4,14,0.7784765113232267,0.3201212665618684,13.01100505334082,0.5160278928640045,8906,115882
3,25,0.7884195256117693,0.339075382803298,17.050802532763953,0.5145280315231897,6792,115882
4,12,0.7813824197430422,0.33302826926988,11.782975694091325,0.5132545719798602,9834,115882
3,20,0.7772144929449237,0.35001250938203654,14.49530839484549,0.5066325651549316,7994,115882
4,10,0.7807502796166984,0.3585418933623504,10.507390949487622,0.5052815829958843,11028,115882
5,8,0.7825335062689148,0.36806155974407745,10.018590575010808,0.5031136652193858,11566,115882
3,14,0.7810133760298875,0.3669201520912547,11.594416091263884,0.502929626633939,9994,115882
3,16,0.7766099613537039,0.3637053087757313,12.554014519449561,0.5021823987011604,9230,115882
3,12,0.7801688913102697,0.38178681677864534,10.520657404885135,0.49807623754313085,11014,115882
4,8,0.7835885355319984,0.4025596733668342,9.098154691794267,0.49313858560630414,12736,115882
3,10,0.7794391012688919,0.4013253596250202,9.364341711791806,0.49186288833768377,12374,115882
2,25,0.7812252428164931,0.42717258261933905,14.174439955930959,0.4850722295889927,8170,115882
3,8,0.7810749361273235,0.4419912811137674,8.147387666127559,0.480254435839144,14222,115882
2,20,0.7756758911970331,0.43629505448449285,12.140836215026722,0.48001045387235636,9544,115882
2,16,0.7774099616858238,0.44198234645090106,10.653885057471264,0.4789209048941896,10876,115882
2,14,0.7773269084453461,0.45063398140321215,9.794741736410517,0.4762477094140056,11830,115882
2,12,0.7779231104613885,0.4598399753808278,8.914749557590213,0.4736788288415446,12998,115882
2,10,0.7813538729569264,0.47510658781460596,7.96815899869335,0.47042213867253174,14542,115882
2,8,0.7811037316091188,0.5144642857142857,6.897196261682243,0.45845932173209303,16800,115882
1,25,0.7737121219523809,0.5695544990315197,10.197147133926213,0.4391464747951081,11358,115882
1,20,0.7755534864473411,0.5739778105361161,8.98719739292365,0.4384933798069588,12889,115882
1,16,0.7761376777089994,0.579104883689294,7.881232569212979,0.43713167103795375,14702,115882
1,14,0.7753486618921975,0.5838934606445129,7.278803869832894,0.43534829978990197,15919,115882
1,12,0.7760941801955757,0.59688995215311,6.600113927655938,0.4317124192602252,17556,115882
1,10,0.7785405673104838,0.6099897540983606,5.936011066140684,0.4287266483966308,19520,115882
1,8,0.7788420149095647,0.6430472978968853,5.141145671562319,0.4188888087042284,22538,115882
