rsi_length,stoch_length,cross_accuracy,whipsaw_rate,avg_trend_duration,zone_exit_accuracy,composite_score,total_crosses,total_zone_exits,bars_tested
20,18,0.7837219350474598,0.5939204988308652,11.660818713450292,0.8145454545454546,0.49995186534847724,2566,550,29938
20,10,0.7837219350474598,0.5939204988308652,11.660818713450292,0.8145454545454546,0.49995186534847724,2566,550,29938
20,14,0.7837219350474598,0.5939204988308652,11.660818713450292,0.8145454545454546,0.49995186534847724,2566,550,29938
20,16,0.7837219350474598,0.5939204988308652,11.660818713450292,0.8145454545454546,0.49995186534847724,2566,550,29938
20,20,0.7837219350474598,0.5939204988308652,11.660818713450292,0.8145454545454546,0.49995186534847724,2566,550,29938
20,8,0.7837219350474598,0.5939204988308652,11.660818713450292,0.8145454545454546,0.49995186534847724,2566,550,29938
20,12,0.7837219350474598,0.5939204988308652,11.660818713450292,0.8145454545454546,0.49995186534847724,2566,550,29938
18,10,0.7816648516056999,0.603600293901543,10.992649761117237,0.8048411497730711,0.49524469954457284,2722,661,29938
18,16,0.7816648516056999,0.603600293901543,10.992649761117237,0.8048411497730711,0.49524469954457284,2722,661,29938
18,8,0.7816648516056999,0.603600293901543,10.992649761117237,0.8048411497730711,0.49524469954457284,2722,661,29938
18,20,0.7816648516056999,0.603600293901543,10.992649761117237,0.8048411497730711,0.49524469954457284,2722,661,29938
18,12,0.7816648516056999,0.603600293901543,10.992649761117237,0.8048411497730711,0.49524469954457284,2722,661,29938
18,14,0.7816648516056999,0.603600293901543,10.992649761117237,0.8048411497730711,0.49524469954457284,2722,661,29938
18,18,0.7816648516056999,0.603600293901543,10.992649761117237,0.8048411497730711,0.49524469954457284,2722,661,29938
16,10,0.7784346825034549,0.6021320495185695,10.28998968008256,0.8063694267515924,0.49459309045921596,2908,785,29938
16,12,0.7784346825034549,0.6021320495185695,10.28998968008256,0.8063694267515924,0.49459309045921596,2908,785,29938
16,16,0.7784346825034549,0.6021320495185695,10.28998968008256,0.8063694267515924,0.49459309045921596,2908,785,29938
16,18,0.7784346825034549,0.6021320495185695,10.28998968008256,0.8063694267515924,0.49459309045921596,2908,785,29938
16,14,0.7784346825034549,0.6021320495185695,10.28998968008256,0.8063694267515924,0.49459309045921596,2908,785,29938
16,20,0.7784346825034549,0.6021320495185695,10.28998968008256,0.8063694267515924,0.49459309045921596,2908,785,29938
16,8,0.7784346825034549,0.6021320495185695,10.28998968008256,0.8063694267515924,0.49459309045921596,2908,785,29938
14,18,0.779025313138311,0.6090009575486753,9.551404853128991,0.8159574468085107,0.4943974347829757,3133,940,29938
14,12,0.779025313138311,0.6090009575486753,9.551404853128991,0.8159574468085107,0.4943974347829757,3133,940,29938
14,14,0.779025313138311,0.6090009575486753,9.551404853128991,0.8159574468085107,0.4943974347829757,3133,940,29938
14,10,0.779025313138311,0.6090009575486753,9.551404853128991,0.8159574468085107,0.4943974347829757,3133,940,29938
14,20,0.779025313138311,0.6090009575486753,9.551404853128991,0.8159574468085107,0.4943974347829757,3133,940,29938
14,16,0.779025313138311,0.6090009575486753,9.551404853128991,0.8159574468085107,0.4943974347829757,3133,940,29938
14,8,0.779025313138311,0.6090009575486753,9.551404853128991,0.8159574468085107,0.4943974347829757,3133,940,29938
12,12,0.7814031697858019,0.6177325581395349,8.699331200930503,0.818105616093881,0.4932267034794797,3440,1193,29938
12,20,0.7814031697858019,0.6177325581395349,8.699331200930503,0.818105616093881,0.4932267034794797,3440,1193,29938
12,18,0.7814031697858019,0.6177325581395349,8.699331200930503,0.818105616093881,0.4932267034794797,3440,1193,29938
12,8,0.7814031697858019,0.6177325581395349,8.699331200930503,0.818105616093881,0.4932267034794797,3440,1193,29938
12,10,0.7814031697858019,0.6177325581395349,8.699331200930503,0.818105616093881,0.4932267034794797,3440,1193,29938
12,16,0.7814031697858019,0.6177325581395349,8.699331200930503,0.818105616093881,0.4932267034794797,3440,1193,29938
12,14,0.7814031697858019,0.6177325581395349,8.699331200930503,0.818105616093881,0.4932267034794797,3440,1193,29938
10,18,0.7816309369104015,0.6346153846153846,7.673506027186458,0.8177049180327869,0.4888542857111424,3900,1525,29938
10,16,0.7816309369104015,0.6346153846153846,7.673506027186458,0.8177049180327869,0.4888542857111424,3900,1525,29938
10,8,0.7816309369104015,0.6346153846153846,7.673506027186458,0.8177049180327869,0.4888542857111424,3900,1525,29938
10,14,0.7816309369104015,0.6346153846153846,7.673506027186458,0.8177049180327869,0.4888542857111424,3900,1525,29938
10,10,0.7816309369104015,0.6346153846153846,7.673506027186458,0.8177049180327869,0.4888542857111424,3900,1525,29938
10,12,0.7816309369104015,0.6346153846153846,7.673506027186458,0.8177049180327869,0.4888542857111424,3900,1525,29938
10,20,0.7816309369104015,0.6346153846153846,7.673506027186458,0.8177049180327869,0.4888542857111424,3900,1525,29938
8,16,0.7796324603565403,0.6602308033732801,6.64173140954495,0.8225086762518592,0.48229920939937776,4506,2017,29938
8,10,0.7796324603565403,0.6602308033732801,6.64173140954495,0.8225086762518592,0.48229920939937776,4506,2017,29938
8,14,0.7796324603565403,0.6602308033732801,6.64173140954495,0.8225086762518592,0.48229920939937776,4506,2017,29938
8,20,0.7796324603565403,0.6602308033732801,6.64173140954495,0.8225086762518592,0.48229920939937776,4506,2017,29938
8,18,0.7796324603565403,0.6602308033732801,6.64173140954495,0.8225086762518592,0.48229920939937776,4506,2017,29938
8,8,0.7796324603565403,0.6602308033732801,6.64173140954495,0.8225086762518592,0.48229920939937776,4506,2017,29938
