smooth_length,trend_length,flip_accuracy,whipsaw_rate,avg_trend_duration,composite_score,total_flips,bars_tested
8,25,0.7915185974887468,0.18526415541340915,25.167298578199052,0.562448348598556,4221,106329
8,20,0.7898821898821898,0.18523908523908525,22.089623622374713,0.5616276376210779,4810,106329
8,16,0.7962425999758366,0.20043494019572308,19.255029907558455,0.5594530929262603,5518,106329
8,14,0.796155120981107,0.22373218428902883,17.613956572186307,0.5523363245772341,6034,106329
8,12,0.7928296925566344,0.2334648058252427,16.12289485662267,0.5480022281739114,6592,106329
5,20,0.795257874697127,0.24125995154032537,18.394149212393977,0.546763121091549,5778,106329
5,25,0.7932165584202585,0.24129108443219838,20.906692913385825,0.5460790341168451,5081,106329
5,16,0.7961584276354973,0.26414532459797496,15.825018615040953,0.5401127578248525,6716,106329
8,10,0.7960550126673905,0.26574375678610207,14.427718202796253,0.5395130144305724,7368,106329
5,14,0.7889435785252027,0.2745419742958709,14.531108984001094,0.5340348097210998,7314,106329
4,20,0.7932263814616757,0.2826360490720352,16.715903728173668,0.533442993441209,6358,106329
4,25,0.7923761725518313,0.2823086574654956,19.040157762638938,0.5333322818345578,5579,106329
5,12,0.7908773678963111,0.2867647058823529,13.248036893929951,0.5310691039909424,8024,106329
8,8,0.79779972697342,0.3045049385690195,12.804481387784604,0.5284909485854079,8302,106329
5,10,0.7973087318746187,0.3116926503340757,11.839068938634592,0.5260837601126575,8980,106329
4,16,0.7896695715323165,0.3022875816993464,14.471605610785783,0.5259981670089594,7344,106329
4,14,0.7877686604076208,0.30732563973908683,13.33659515744574,0.5236623380600987,7972,106329
4,12,0.7935565688412449,0.31712062256809337,12.167448781046126,0.5229730332543494,8738,106329
3,25,0.7954778479304948,0.3279909341104096,17.202072538860104,0.520764548358078,6177,106329
3,20,0.7928194993412384,0.3349802371541502,15.002541296060992,0.5174803014704276,7084,106329
4,10,0.7980237493277387,0.34169374492282695,10.795978470600183,0.5173105785492337,9848,106329
5,8,0.799754523593806,0.3543651565234299,10.336217792902286,0.5141755211094415,10286,106329
3,14,0.7936779255162225,0.3521523551949515,11.980840752845712,0.5125015261005524,8874,106329
3,16,0.7884884799555575,0.3456850316918576,12.959283189077167,0.5124211570952721,8204,106329
3,12,0.7957221903595268,0.36721278317152106,10.75219985839992,0.5087317731201483,9888,106329
4,8,0.798652541785699,0.38391273501241574,9.428736141906874,0.5048192468914738,11276,106329
3,10,0.7969561351379831,0.38534858387799564,9.651293690422152,0.5037224881906927,11016,106329
2,25,0.7923964510642211,0.40849537994759344,14.653931034482758,0.49523686772146475,7251,106329
2,20,0.7914159647011633,0.40878459687123947,12.791551329883259,0.4946528165603616,8310,106329
3,8,0.7991609443658222,0.43213667139033224,8.37028580426738,0.49049570010567406,12702,106329
2,14,0.7953278937175244,0.4280520474550325,10.171849583771888,0.49028952680628096,10452,106329
2,16,0.7907929547667539,0.4235966735966736,11.051564611705999,0.48986180449895794,9620,106329
2,12,0.796915676383351,0.4369455557488259,9.246499086718273,0.4882043711219082,11498,106329
2,10,0.7988059050681603,0.460822342901474,8.248040965164094,0.48174108482424083,12890,106329
2,8,0.7998575992638601,0.4957041213585716,7.136403302678391,0.4716345007729424,14898,106329
1,20,0.7922026937247085,0.5401340822612792,9.629881308326539,0.45538425383897063,11038,106329
1,25,0.7910120820070508,0.5404045589896294,10.909940439515301,0.454899098118911,9739,106329
1,16,0.7975543616864783,0.5539161827028724,8.343615100855505,0.45331770864886944,12742,106329
1,14,0.7969177698977733,0.5624909903416463,7.662870323650256,0.45045221614531283,13874,106329
1,12,0.7950687746923716,0.5722694571615435,6.9532343514945385,0.44673903423013583,15290,106329
1,10,0.7968690084267976,0.5864568599717115,6.265692226085932,0.4431641098193538,16968,106329
1,8,0.7955037237813049,0.6174871794871795,5.452177034719729,0.43326299455724754,19500,106329
