left_bars,right_bars,bounce_rate,interaction_rate,density_score,composite_score,total_levels,total_bounces,total_breaks,bars_tested
7,2,0.7105348460291734,0.8123409110857545,0.0,0.5279162117373957,11393,6576,2679,80536
5,2,0.712521723223269,0.8082951352949874,0.0,0.5274972298778038,13526,7790,3143,80536
8,2,0.7077084059993024,0.8139490867795969,0.0,0.5272680884336001,10567,6087,2514,80536
6,2,0.7103234204465806,0.8102385202012007,0.0,0.5272009242389925,12326,7094,2893,80536
9,2,0.7055411575959522,0.8147812971342383,0.0,0.5266508521786524,9945,5717,2386,80536
3,2,0.7168371021172404,0.7994703206862801,0.0,0.5265759370527802,17369,9954,3932,80536
4,2,0.7128631388363098,0.8027880549682875,0.0,0.5259816720250101,15136,8662,3489,80536
10,2,0.7021972273083965,0.8157473594366799,0.0,0.5256030987543625,9373,5369,2277,80536
5,3,0.7160562133451367,0.7764412750236275,0.0,0.519354867845143,11639,6471,2566,80536
6,3,0.7131493310835242,0.7801598495533616,0.0,0.5193076872994181,10635,5917,2380,80536
7,3,0.710191908713693,0.7821501014198783,0.0,0.5187217939114407,9860,5477,2235,80536
8,3,0.7077159630975678,0.7833990363556723,0.0,0.5181060961457288,9132,5063,2091,80536
3,3,0.7180296257340696,0.768541596497137,0.0,0.517774329242769,14845,8192,3217,80536
4,3,0.7153270094857713,0.7718094944512947,0.0,0.517673652129697,12976,7164,2851,80536
9,3,0.7053240397449206,0.7842521516631775,0.0,0.5174052613969216,8598,4756,1987,80536
10,3,0.7026261990879069,0.785449604743083,0.0,0.5166853610580877,8096,4468,1891,80536
5,4,0.7176862042487843,0.7509129348452815,0.0,0.5123483621530982,10406,5608,2206,80536
6,4,0.7150013915947676,0.7538025805098081,0.0,0.5121413307908496,9533,5138,2048,80536
8,4,0.7107677450507002,0.7578677726274701,0.0,0.5116674298085211,8198,4416,1797,80536
9,4,0.7095839017735335,0.7592904311795934,0.0,0.5116206900632914,7723,4161,1703,80536
7,4,0.7124457091508163,0.755316742081448,0.0,0.5115733062847609,8840,4757,1920,80536
10,4,0.7071893063583815,0.7605440307734579,0.0,0.5110389317753901,7279,3915,1621,80536
4,4,0.717234980282997,0.7453319502074689,0.0,0.5104935771754395,11568,6184,2438,80536
3,4,0.7216166186754422,0.7377845220030349,0.0,0.5099820040710874,13180,7017,2707,80536
8,5,0.7046931407942238,0.736408347733617,0.0,0.5027997606377747,7523,3904,1636,80536
5,5,0.7104503464203233,0.7285729309075613,0.0,0.5027520178403977,9509,4922,2006,80536
7,5,0.7056946077607928,0.7345755182625864,0.0,0.5026504985830931,8104,4201,1752,80536
9,5,0.7020423744989501,0.7381992391151191,0.0,0.5022767215341157,7097,3678,1561,80536
6,5,0.7068128425998433,0.731721292688517,0.0,0.5022415248464924,8726,4513,1872,80536
10,5,0.6997378503730591,0.7400388001790777,0.0,0.501906780202947,6701,3470,1489,80536
4,5,0.7112313580572786,0.7190851285944766,0.0,0.5002180818012545,10537,5389,2188,80536
3,5,0.7148901163473969,0.7102078290626825,0.0,0.4990183952577635,11981,6083,2426,80536
7,6,0.7018889096689732,0.7135993594021086,0.0,0.4948353716882219,7493,3753,1594,80536
5,6,0.7073643410852714,0.7051588657328323,0.0,0.4944933961539582,8781,4380,1812,80536
6,6,0.7028392266155722,0.7111358850489286,0.0,0.49447645616090746,8073,4035,1706,80536
8,6,0.6992782678428228,0.7157411393313244,0.0,0.4944336489365264,6969,3488,1500,80536
9,6,0.696988973706531,0.7176989803682848,0.0,0.49410528359309785,6571,3287,1429,80536
10,6,0.6946991724446433,0.7196201512956704,0.0,0.4937657143665584,6213,3106,1365,80536
4,6,0.7083025011099601,0.6956656028003706,0.0,0.49202068128409526,9713,4786,1971,80536
3,6,0.7127940787734602,0.6861962633774714,0.0,0.4909765105226256,11026,5393,2173,80536
7,7,0.694478527607362,0.6952936158111759,0.0,0.4863794957862976,7033,3396,1494,80536
6,7,0.6978348342594367,0.6899788471708092,0.0,0.4861275878550174,7564,3642,1577,80536
5,7,0.7023470839260313,0.6837689969604863,0.0,0.48606953265855846,8225,3950,1674,80536
8,7,0.6911796892098927,0.6976637654603757,0.0,0.4857710053220698,6549,3158,1411,80536
10,7,0.686374695863747,0.7026842195247051,0.0,0.48535514420291037,5849,2821,1289,80536
9,7,0.6882516188714154,0.7001295336787565,0.0,0.48533950765219314,6176,2976,1348,80536
4,7,0.7049689440993789,0.6734177215189874,0.0,0.4840128940954478,9085,4313,1805,80536
3,7,0.7079736649597659,0.6639790169030503,0.0,0.4823831710548214,10294,4839,1996,80536
8,8,0.6922348484848485,0.6821705426356589,0.0,0.4815451021846371,6192,2924,1300,80536
7,8,0.6945921985815603,0.6780883678990082,0.0,0.4812633898023266,6654,3134,1378,80536
9,8,0.6895,0.6842285323297982,0.0,0.48106855969893947,5846,2758,1242,80536
10,8,0.6868102995270625,0.6867556838686395,0.0,0.48075082497141686,5542,2614,1192,80536
6,8,0.6976066597294485,0.6716522225328487,0.0,0.480538330651634,7154,3352,1453,80536
5,8,0.7020905923344948,0.6644372990353697,0.0,0.48016742664440887,7775,3627,1539,80536
4,8,0.7042780748663101,0.6536176162181055,0.0,0.47779651481195573,8583,3951,1659,80536
3,8,0.7068356867779204,0.6427392739273927,0.0,0.47555605688938596,9696,4405,1827,80536
