swing_length,ob_strength,flip_accuracy,whipsaw_rate,avg_trend_duration,composite_score,total_signals,total_choch,bars_tested
10,1.0,0.8883249832526631,0.059223300970873784,30.020408163265305,0.6433726549572806,1037,408,31004
10,2.0,0.8883249832526631,0.059223300970873784,30.020408163265305,0.6433726549572806,1037,408,31004
10,2.5,0.8883249832526631,0.059223300970873784,30.020408163265305,0.6433726549572806,1037,408,31004
10,1.5,0.8883249832526631,0.059223300970873784,30.020408163265305,0.6433726549572806,1037,408,31004
10,3.0,0.8883249832526631,0.059223300970873784,30.020408163265305,0.6433726549572806,1037,408,31004
9,3.0,0.8853161906031618,0.058394160583941604,28.211872146118722,0.6420678859449597,1104,428,31004
9,1.5,0.8853161906031618,0.058394160583941604,28.211872146118722,0.6420678859449597,1104,428,31004
9,1.0,0.8853161906031618,0.058394160583941604,28.211872146118722,0.6420678859449597,1104,428,31004
9,2.5,0.8853161906031618,0.058394160583941604,28.211872146118722,0.6420678859449597,1104,428,31004
9,2.0,0.8853161906031618,0.058394160583941604,28.211872146118722,0.6420678859449597,1104,428,31004
7,1.0,0.8881596421332215,0.06454183266932272,24.660287081339714,0.6406736500562346,1265,485,31004
7,1.5,0.8881596421332215,0.06454183266932272,24.660287081339714,0.6406736500562346,1265,485,31004
7,2.0,0.8881596421332215,0.06454183266932272,24.660287081339714,0.6406736500562346,1265,485,31004
7,3.0,0.8881596421332215,0.06454183266932272,24.660287081339714,0.6406736500562346,1265,485,31004
7,2.5,0.8881596421332215,0.06454183266932272,24.660287081339714,0.6406736500562346,1265,485,31004
8,2.5,0.8826977210410174,0.0623398804440649,26.43076923076923,0.639492097041045,1179,461,31004
8,1.0,0.8826977210410174,0.0623398804440649,26.43076923076923,0.639492097041045,1179,461,31004
8,3.0,0.8826977210410174,0.0623398804440649,26.43076923076923,0.639492097041045,1179,461,31004
8,1.5,0.8826977210410174,0.0623398804440649,26.43076923076923,0.639492097041045,1179,461,31004
8,2.0,0.8826977210410174,0.0623398804440649,26.43076923076923,0.639492097041045,1179,461,31004
5,2.0,0.8856693620844563,0.06334231805929919,20.849629130141604,0.6392999408745417,1493,631,31004
5,2.5,0.8856693620844563,0.06334231805929919,20.849629130141604,0.6392999408745417,1493,631,31004
5,1.0,0.8856693620844563,0.06334231805929919,20.849629130141604,0.6392999408745417,1493,631,31004
5,1.5,0.8856693620844563,0.06334231805929919,20.849629130141604,0.6392999408745417,1493,631,31004
5,3.0,0.8856693620844563,0.06334231805929919,20.849629130141604,0.6392999408745417,1493,631,31004
4,3.0,0.8810105949470253,0.06723716381418093,18.906422018348625,0.6358919242141873,1644,715,31004
4,2.5,0.8810105949470253,0.06723716381418093,18.906422018348625,0.6358919242141873,1644,715,31004
4,1.5,0.8810105949470253,0.06723716381418093,18.906422018348625,0.6358919242141873,1644,715,31004
4,2.0,0.8810105949470253,0.06723716381418093,18.906422018348625,0.6358919242141873,1644,715,31004
4,1.0,0.8810105949470253,0.06723716381418093,18.906422018348625,0.6358919242141873,1644,715,31004
6,1.0,0.8843987264266472,0.07641440117560618,22.735294117647058,0.6352349820069683,1373,553,31004
6,1.5,0.8843987264266472,0.07641440117560618,22.735294117647058,0.6352349820069683,1373,553,31004
6,2.5,0.8843987264266472,0.07641440117560618,22.735294117647058,0.6352349820069683,1373,553,31004
6,2.0,0.8843987264266472,0.07641440117560618,22.735294117647058,0.6352349820069683,1373,553,31004
6,3.0,0.8843987264266472,0.07641440117560618,22.735294117647058,0.6352349820069683,1373,553,31004
3,3.0,0.8759444737304517,0.07432788613600422,16.323839662447256,0.6312384688705345,1904,862,31004
3,1.0,0.8759444737304517,0.07432788613600422,16.323839662447256,0.6312384688705345,1904,862,31004
3,1.5,0.8759444737304517,0.07432788613600422,16.323839662447256,0.6312384688705345,1904,862,31004
3,2.0,0.8759444737304517,0.07432788613600422,16.323839662447256,0.6312384688705345,1904,862,31004
3,2.5,0.8759444737304517,0.07432788613600422,16.323839662447256,0.6312384688705345,1904,862,31004
