left_bars,right_bars,bounce_rate,interaction_rate,density_score,composite_score,total_levels,total_bounces,total_breaks,bars_tested
7,2,0.7317383789684344,0.8078929962519291,0.0,0.5350632504629524,13607,8044,2949,93614
6,2,0.7331759149940968,0.8057348644424814,0.0,0.5349908253303831,14717,8694,3164,93614
8,2,0.7306796116504854,0.8086041764798242,0.0,0.5348530976041415,12738,7526,2774,93614
3,2,0.7404371584699454,0.7941611598777,0.0,0.5344232113512881,20278,11924,4180,93614
5,2,0.7358373428527084,0.8000745063951322,0.0,0.5343572890596231,16106,9482,3404,93614
9,2,0.7285095856524428,0.8085,0.0,0.5339538342609771,12000,7068,2634,93614
4,2,0.7366055754511621,0.7973684210526316,0.0,0.5338527564962543,17860,10490,3751,93614
10,2,0.7273712737127371,0.8095655989469065,0.0,0.5338181891691668,11395,6710,2515,93614
7,3,0.7366729469134434,0.7745064377682404,0.0,0.5270211100958495,11650,6647,2376,93614
8,3,0.7348431233781553,0.7758762697904273,0.0,0.5267001302883904,10927,6230,2248,93614
6,3,0.7368529593730666,0.7713967546929685,0.0,0.5261602101571172,12572,7146,2552,93614
9,3,0.7327165895736967,0.7763004658385093,0.0,0.5259767755810315,10304,5861,2138,93614
3,3,0.7453668249349058,0.7589654170299331,0.0,0.5258363550829424,17205,9733,3325,93614
10,3,0.7299605781865965,0.7776415287144901,0.0,0.5252766898889857,9786,5555,2055,93614
4,3,0.7414225218217959,0.7620521601685986,0.0,0.5251846567792979,15184,8579,2992,93614
5,3,0.7384030418250951,0.7655363120360937,0.0,0.5250221103408662,13742,7768,2752,93614
7,4,0.7335644581407293,0.747839446898406,0.0,0.5177776173258135,10414,5713,2075,93614
8,4,0.7307219871707383,0.7491054084449443,0.0,0.5170204174017786,9781,5354,1973,93614
6,4,0.7335967432950191,0.7435897435897436,0.0,0.5165156203949307,11232,6127,2225,93614
3,4,0.7458603311735061,0.7267019815577791,0.0,0.5163547269367361,15291,8288,2824,93614
9,4,0.7279815189142362,0.749810544549096,0.0,0.5161357709304233,9237,5042,1884,93614
4,4,0.7403855859493288,0.7329831311038769,0.0,0.5160491737108946,13516,7335,2572,93614
10,4,0.7259921235989094,0.7518505864935656,0.0,0.5159520253876335,8781,4793,1809,93614
5,4,0.7374667258207631,0.7363005308289098,0.0,0.5158768495769782,12245,6649,2367,93614
7,5,0.734465737514518,0.7251289609432572,0.0,0.5113249832887844,9499,5059,1829,93614
8,5,0.7321731095025412,0.7270182510357183,0.0,0.510974719111732,8931,4754,1739,93614
6,5,0.7347714014380681,0.7206687524442706,0.0,0.5101091863085084,10228,5416,1955,93614
10,5,0.7269938650306749,0.730668658946582,0.0,0.5099981436962445,8031,4266,1602,93614
9,5,0.7288715192965315,0.7279516358463727,0.0,0.5099340984725245,8436,4476,1665,93614
5,5,0.7373306573005519,0.7139530718251836,0.0,0.5091181844677759,11166,5878,2094,93614
4,5,0.7407024793388429,0.7078323041923952,0.0,0.5086306829932558,12308,6453,2259,93614
3,5,0.7440904419321686,0.6996476594520745,0.0,0.5075304746084898,13907,7240,2490,93614
7,6,0.7387270063486896,0.7054432705558108,0.0,0.507123783706219,8708,4538,1605,93614
8,6,0.7362883753018282,0.7072456696755306,0.0,0.5066890510233905,8198,4269,1529,93614
10,6,0.7317956538314907,0.7117080450413784,0.0,0.5062306750450098,7371,3839,1407,93614
9,6,0.7339165299799526,0.7085485537190083,0.0,0.5061311781076835,7744,4027,1460,93614
6,6,0.7384755819260611,0.7005222210380475,0.0,0.5055468990818387,9383,4854,1719,93614
5,6,0.7413476479728776,0.6918491008600469,0.0,0.5040937894471651,10232,5248,1831,93614
4,6,0.7446891191709845,0.6851260205892794,0.0,0.5034134538451777,11268,5749,1971,93614
3,6,0.748371335504886,0.6752553024351925,0.0,0.5019251249325122,12730,6433,2163,93614
8,7,0.7335216572504708,0.6898791737040405,0.0,0.5003724150114005,7697,3895,1415,93614
7,7,0.735330836454432,0.6870481558632521,0.0,0.5002467813407484,8161,4123,1484,93614
10,7,0.7277258566978193,0.6949054697647569,0.0,0.4995619836085548,6929,3504,1311,93614
9,7,0.7301808066759388,0.6914411320236297,0.0,0.49950466227746443,7279,3675,1358,93614
6,7,0.735672514619883,0.6805002842524162,0.0,0.4984190911236781,8795,4403,1582,93614
5,7,0.7391574692989274,0.6708029197080292,0.0,0.49690386363197975,9590,4755,1678,93614
4,7,0.7426649491913554,0.663280805012341,0.0,0.49605022118024444,10534,5189,1798,93614
8,8,0.7316974244575137,0.6766845066556882,0.0,0.495684321779712,7287,3608,1323,93614
7,8,0.7337050567198615,0.6726590791515779,0.0,0.495279746433418,7732,3816,1385,93614
10,8,0.7265415549597856,0.6817974105102818,0.0,0.49515584513699873,6565,3252,1224,93614
9,8,0.7285561497326203,0.6784211290088521,0.0,0.49494879859570373,6891,3406,1269,93614
3,7,0.7460624838626387,0.6522947368421053,0.0,0.4941134145976871,11875,5779,1967,93614
6,8,0.7339350180505415,0.6656253754655773,0.0,0.4932616198598898,8323,4066,1474,93614
5,8,0.7379066239676386,0.6537741046831956,0.0,0.4912948809920141,9075,4378,1555,93614
4,8,0.7416342412451362,0.6448860784904146,0.0,0.4901195200451789,9963,4765,1660,93614
3,8,0.743730628346013,0.6330152501560689,0.0,0.48739682638522586,11213,5279,1819,93614
