symbol,timeframe,base_length,step_mult,smoothing,flip_accuracy,whipsaw_rate,avg_trend_duration,squeeze_accuracy,total_flips,total_squeezes,bars_tested,composite_score
QQQ,15min,16,1.8,3,0.7950617283950617,0.09185185185185185,46.37240356083086,0.5676274944567627,675,452,31380,0.840452766143823
QQQ,15min,15,1.8,3,0.7914873266379723,0.09038737446197992,44.9066091954023,0.5801217038539553,697,494,31380,0.8335396774353139
QQQ,15min,16,1.7,3,0.8040571692023973,0.07468879668049792,43.29085872576177,0.5613026819923371,723,523,31380,0.8303301806839392
QQQ,15min,14,1.8,3,0.7886621315192744,0.08707482993197278,42.583106267029976,0.5700757575757576,735,529,31380,0.8193457797565307
QQQ,15min,16,1.6,3,0.8088829071332436,0.08882907133243607,42.12398921832884,0.513986013986014,743,573,31380,0.8150958662323421
QQQ,15min,13,1.8,3,0.7982570806100218,0.08888888888888889,40.910994764397905,0.5415929203539823,765,566,31380,0.8089634887268671
QQQ,15min,14,1.6,3,0.8133848133848134,0.07583547557840617,40.32046332046332,0.491679273827534,778,662,31380,0.8068508653827886
QQQ,15min,15,1.7,3,0.80479302832244,0.10065359477124183,40.910994764397905,0.5226860254083484,765,552,31380,0.8054738597137802
QQQ,15min,15,1.6,3,0.8106942647692971,0.08656330749354005,40.53040103492885,0.49108589951377635,774,618,31380,0.804270012309418
QQQ,15min,16,1.5,3,0.8030888030888031,0.07840616966580977,40.32046332046332,0.4885844748858447,778,658,31380,0.8021403684160806
QQQ,15min,14,1.7,3,0.797452229299363,0.089058524173028,39.910828025477706,0.5217391304347826,786,576,31380,0.8002692771287769
QQQ,15min,13,1.7,3,0.8042462845010615,0.09287531806615776,39.90955414012739,0.502454991816694,786,612,31380,0.7987935094923972
QQQ,15min,15,1.5,3,0.8019384745048462,0.08964646464646464,39.605562579013906,0.492816091954023,792,697,31380,0.7957082940893655
QQQ,15min,12,1.7,3,0.8058653448988021,0.08044554455445545,38.82156133828996,0.49327354260089684,808,670,31380,0.7952248879226479
QQQ,15min,11,1.8,3,0.8058653448988021,0.09034653465346534,38.82156133828996,0.5031347962382445,808,639,31380,0.7942288284434975
QQQ,15min,12,1.8,3,0.7991718426501034,0.0968944099378882,38.875621890547265,0.5262267343485617,805,592,31380,0.7940043724180076
QQQ,15min,10,1.8,3,0.8130277442702051,0.08433734939759036,37.791314837153195,0.49640287769784175,830,696,31380,0.7916739762943414
QQQ,15min,14,1.5,3,0.787991718426501,0.08684863523573201,38.916770186335405,0.5040871934604905,806,735,31380,0.789503677599186
QQQ,15min,13,1.6,3,0.7927376580987353,0.08068459657701711,38.34516523867809,0.5028818443804035,818,695,31380,0.789443362965497
QQQ,15min,11,1.7,3,0.7945879458794588,0.08845208845208845,38.535055350553506,0.49022346368715086,814,717,31380,0.7872740573034367
QQQ,15min,16,1.4,3,0.7717980809345014,0.09125,39.21026282853567,0.5033377837116155,800,750,31380,0.7842054109888653
QQQ,15min,11,1.6,3,0.7924010967489229,0.0880281690140845,36.81198589894242,0.5091130012150669,852,824,31380,0.7801587664020216
QQQ,15min,9,1.8,3,0.7929948839039748,0.08962264150943396,36.98819362455726,0.4954248366013072,848,766,31380,0.7788647091532936
QQQ,15min,11,1.5,3,0.8002530763770396,0.0896551724137931,36.04833141542002,0.4994388327721661,870,892,31380,0.7769321168949492
QQQ,15min,15,1.4,3,0.7853991175290814,0.09735576923076923,37.69915764139591,0.48542458808618505,832,790,31380,0.7766057764285186
QQQ,15min,14,1.4,3,0.7822804926499801,0.09285714285714286,37.33849821215733,0.48848484848484847,840,826,31380,0.7751535888299118
QQQ,15min,16,1.3,3,0.7780420134760205,0.09501187648456057,37.25089179548157,0.49106078665077474,842,840,31380,0.7730455302060617
QQQ,15min,13,1.5,3,0.7755424063116371,0.09574468085106383,37.07455621301775,0.5031847133757962,846,786,31380,0.7728554062589073
QQQ,15min,12,1.6,3,0.7801502570185844,0.10308056872037914,37.16132858837485,0.49733333333333335,844,751,31380,0.772224276832278
QQQ,15min,9,1.7,3,0.791713747645951,0.08690744920993228,35.39774011299435,0.5028968713789108,886,864,31380,0.7716415613167041
