left_bars,right_bars,bounce_rate,interaction_rate,density_score,composite_score,total_levels,total_bounces,total_breaks,bars_tested
8,2,0.723655523255814,0.8264884751107441,0.0,0.5374087518355488,13319,7966,3042,115882
6,2,0.7251401942974488,0.8241228926641931,0.0,0.5372929455182375,15363,9181,3480,115882
7,2,0.7241085865032764,0.8253845613542179,0.0,0.5372588030075759,14237,8509,3242,115882
5,2,0.7253137923528985,0.8210520045273128,0.0,0.5364411182993531,16787,9997,3786,115882
9,2,0.7207302936630603,0.8271013103227869,0.0,0.5364225105620601,12516,7461,2891,115882
3,2,0.7291988776269828,0.8155326203708028,0.0,0.536339337162034,21413,12734,4729,115882
10,2,0.7200406917599186,0.8276500799865286,0.0,0.536311300699926,11877,7078,2752,115882
4,2,0.7263412087194883,0.8182206557727224,0.0,0.5360026802196121,18726,11129,4193,115882
6,3,0.7289098613251156,0.7921275459607903,0.0,0.5292022083182834,13109,7569,2815,115882
8,3,0.726940133037694,0.7945036554214745,0.0,0.52912714984152,11353,6557,2463,115882
7,3,0.7272916017855289,0.7937541199736322,0.0,0.5290428767063012,12136,7006,2627,115882
3,3,0.7330858663678387,0.7850230921486695,0.0,0.5287412741917363,18188,10467,3811,115882
5,3,0.7293512938674229,0.789311695579183,0.0,0.5285340262207241,14296,8230,3054,115882
9,3,0.7239595579590877,0.7956224862033486,0.0,0.5282705690446396,10691,6158,2348,115882
10,3,0.7225454995666708,0.7961557417447018,0.0,0.5278649223500789,10145,5836,2241,115882
4,3,0.7298873531996485,0.7861943345267257,0.0,0.5278132416378771,15921,9136,3381,115882
5,4,0.734271523178808,0.7625059176266372,0.0,0.5224603845595144,12674,7096,2568,115882
6,4,0.7319402314346702,0.7649535922997593,0.0,0.522262170263796,11636,6515,2386,115882
7,4,0.7307645704592269,0.7662952646239555,0.0,0.5221944075708774,10770,6031,2222,115882
4,4,0.7350634802091113,0.7603094612818511,0.0,0.5221182304681998,14089,7874,2838,115882
3,4,0.7378058794547545,0.7565854870775348,0.0,0.5220979979051623,16096,8985,3193,115882
8,4,0.7292339491021832,0.7667393026941363,0.0,0.5217153704491142,10096,5645,2096,115882
9,4,0.7252400548696845,0.7675300063171194,0.0,0.5203550238430097,9498,5287,2003,115882
10,4,0.724342295461116,0.7675579718184844,0.0,0.5200043097299918,9013,5011,1907,115882
6,5,0.7314154786150713,0.7407128040731661,0.0,0.5147800326679783,10606,5746,2110,115882
7,5,0.729674240350397,0.7428571428571429,0.0,0.5147268389973017,9835,5331,1975,115882
5,5,0.7328020625805696,0.7385960356617329,0.0,0.5146996357307477,11553,6253,2280,115882
4,5,0.7364563416188655,0.7336346633416458,0.0,0.51467293565004,12832,6933,2481,115882
8,5,0.7280944744131798,0.7436842675918899,0.0,0.5143430700428389,9223,4994,1865,115882
10,8,0.7281763180639585,0.6853250407226418,0.05750677413230698,0.5141200716820681,6753,3370,1258,115882
3,5,0.7377740303541316,0.7289489858635525,0.0,0.5137943079007183,14643,7875,2799,115882
9,5,0.7244850549790924,0.7444944079326646,0.0,0.5131423443714364,8673,4678,1779,115882
10,5,0.7224396607958252,0.7441747572815534,0.0,0.5122282915027961,8240,4430,1702,115882
7,6,0.7270513015679708,0.7217888144159983,0.0,0.5073571649519878,9101,4776,1793,115882
6,6,0.7283933125531312,0.7195432765827301,0.0,0.5072203079960715,9809,5141,1917,115882
4,6,0.7364036653576104,0.708755060728745,0.0,0.5071879843616677,11856,6188,2215,115882
5,6,0.7311813904861474,0.7156752712308267,0.0,0.507175137563707,10692,5595,2057,115882
8,6,0.7247646867900033,0.7220529646121396,0.0,0.5065217640996432,8534,4466,1696,115882
3,6,0.7379121457916359,0.7032372768353211,0.0,0.5061360413672507,13499,7005,2488,115882
9,6,0.7216566005176877,0.7223884318125156,0.0,0.5053791697508297,8022,4182,1613,115882
10,6,0.721302528651992,0.721959548200683,0.0,0.5051088759210016,7614,3965,1532,115882
7,7,0.7319778188539742,0.7001176470588235,0.0,0.5028264216592367,8500,4356,1595,115882
4,7,0.7421648670002634,0.6861841510797868,0.0,0.5027211921240414,11067,5636,1958,115882
6,7,0.7334483840602447,0.6966881626407257,0.0,0.5023858024163156,9149,4675,1699,115882
5,7,0.7365451388888888,0.6925157799819658,0.0,0.5023727895501453,9981,5091,1821,115882
8,7,0.7304316675622425,0.7005897854184967,0.0,0.502349602650446,7969,4078,1505,115882
3,7,0.7429939280709948,0.6806549038308695,0.0,0.5013940423776588,12582,6363,2201,115882
9,7,0.7271170313986679,0.7011340893929286,0.0,0.5011870393773458,7495,3821,1434,115882
10,7,0.7268899137758171,0.7007165940705353,0.0,0.5009709437314874,7117,3625,1362,115882
7,8,0.7340851218624954,0.6835757801815243,0.0,0.49870678279945546,8043,4036,1462,115882
8,8,0.7317874396135265,0.6852489406779662,0.0,0.49828965804880043,7552,3787,1388,115882
9,8,0.7292307692307692,0.685846933033202,0.0,0.4974463876022683,7108,3555,1320,115882
4,8,0.7429511950765708,0.6675265118945256,0.0,0.49743843159898604,10467,5191,1796,115882
6,8,0.7343085558768498,0.6787116139459709,0.0,0.4973369065345312,8662,4317,1562,115882
5,8,0.7371976123154257,0.6741501641427512,0.0,0.4971240941689956,9443,4693,1673,115882
3,8,0.7433324866649733,0.6627388266980894,0.0,0.49615464267541615,11881,5853,2021,115882
