symbol,timeframe,adx_length,smoothing,flip_accuracy,whipsaw_rate,avg_trend_duration,zone_crossing_accuracy,total_flips,total_zone_entries,bars_tested,composite_score
QQQ,1hr,25,5,0.8021201413427562,0.2579505300353357,27.68439716312057,0.6666666666666666,283,12,7851,0.8162544169611307
QQQ,1hr,25,4,0.814207650273224,0.28524590163934427,25.68092105263158,0.6944444444444443,305,12,7851,0.7997357635893011
QQQ,1hr,22,5,0.7920685959271169,0.2861736334405145,25.193548387096776,0.7692307692307693,311,13,7851,0.7985719609928963
QQQ,1hr,18,5,0.7950138504155125,0.32132963988919666,21.705555555555556,0.9047619047619048,361,21,7851,0.7796456470029746
QQQ,1hr,20,5,0.7797797797797799,0.2912912912912913,23.52710843373494,0.7368421052631579,333,19,7851,0.7730846129663399
QQQ,1hr,22,4,0.7870646766169154,0.31044776119402984,23.38323353293413,0.7407407407407408,335,18,7851,0.7701307629342569
QQQ,1hr,18,4,0.7979539641943735,0.3375959079283887,20.035897435897436,0.9523809523809522,391,21,7851,0.7686733674497458
QQQ,1hr,16,5,0.8150134048257373,0.3109919571045576,21.010752688172044,0.8090418353576249,373,39,7851,0.7685975831367927
QQQ,1hr,14,5,0.8253164556962025,0.3139240506329114,19.84263959390863,0.8321092278719396,395,60,7851,0.7643822577448824
QQQ,1hr,25,3,0.8031569173630455,0.3342618384401114,21.807262569832403,0.7435897435897436,359,13,7851,0.7560052973071756
QQQ,1hr,12,5,0.8460943542150039,0.29698375870069604,18.186046511627907,0.7784282700421942,431,80,7851,0.7528778239827568
QQQ,1hr,20,4,0.7994428969359332,0.3231197771587744,21.818435754189945,0.6666666666666666,359,20,7851,0.7460533417872862
QQQ,1hr,20,3,0.8035859820700896,0.35207823960880197,19.144607843137255,0.7619047619047619,409,21,7851,0.7304038986705117
QQQ,1hr,16,4,0.8190255220417634,0.3619489559164733,18.176744186046513,0.7907471931862177,431,42,7851,0.7289262685653951
QQQ,1hr,18,3,0.8026607538802661,0.3835920177383592,17.364444444444445,0.8846153846153847,451,26,7851,0.7245327060082579
QQQ,1hr,10,5,0.8051496172581768,0.31106471816283926,16.364016736401673,0.803627801066087,479,114,7851,0.7223532758239455
QQQ,1hr,14,4,0.8197802197802199,0.3648351648351648,17.220264317180618,0.798397435897436,455,65,7851,0.7209790419162745
QQQ,1hr,25,2,0.8069345941686367,0.38534278959810875,18.5,0.7619047619047619,423,14,7851,0.7174387362196175
