rsi_length,stoch_length,cross_accuracy,whipsaw_rate,avg_trend_duration,zone_exit_accuracy,composite_score,total_crosses,total_zone_exits,bars_tested
20,18,0.7675808344893822,0.6459355664604225,9.387602688573562,0.8167092924126172,0.48020910810985895,9374,1173,88012
20,10,0.7675808344893822,0.6459355664604225,9.387602688573562,0.8167092924126172,0.48020910810985895,9374,1173,88012
20,14,0.7675808344893822,0.6459355664604225,9.387602688573562,0.8167092924126172,0.48020910810985895,9374,1173,88012
20,16,0.7675808344893822,0.6459355664604225,9.387602688573562,0.8167092924126172,0.48020910810985895,9374,1173,88012
20,20,0.7675808344893822,0.6459355664604225,9.387602688573562,0.8167092924126172,0.48020910810985895,9374,1173,88012
20,8,0.7675808344893822,0.6459355664604225,9.387602688573562,0.8167092924126172,0.48020910810985895,9374,1173,88012
20,12,0.7675808344893822,0.6459355664604225,9.387602688573562,0.8167092924126172,0.48020910810985895,9374,1173,88012
18,10,0.7705574496978373,0.6527221777421938,8.807126413772394,0.80711743772242,0.4780825152992017,9992,1405,88012
18,16,0.7705574496978373,0.6527221777421938,8.807126413772394,0.80711743772242,0.4780825152992017,9992,1405,88012
18,8,0.7705574496978373,0.6527221777421938,8.807126413772394,0.80711743772242,0.4780825152992017,9992,1405,88012
18,20,0.7705574496978373,0.6527221777421938,8.807126413772394,0.80711743772242,0.4780825152992017,9992,1405,88012
18,12,0.7705574496978373,0.6527221777421938,8.807126413772394,0.80711743772242,0.4780825152992017,9992,1405,88012
18,14,0.7705574496978373,0.6527221777421938,8.807126413772394,0.80711743772242,0.4780825152992017,9992,1405,88012
18,18,0.7705574496978373,0.6527221777421938,8.807126413772394,0.80711743772242,0.4780825152992017,9992,1405,88012
16,10,0.7691467320257176,0.6619127516778524,8.203039060315092,0.8017142857142857,0.4744463293635329,10728,1750,88012
16,12,0.7691467320257176,0.6619127516778524,8.203039060315092,0.8017142857142857,0.4744463293635329,10728,1750,88012
16,16,0.7691467320257176,0.6619127516778524,8.203039060315092,0.8017142857142857,0.4744463293635329,10728,1750,88012
16,18,0.7691467320257176,0.6619127516778524,8.203039060315092,0.8017142857142857,0.4744463293635329,10728,1750,88012
16,14,0.7691467320257176,0.6619127516778524,8.203039060315092,0.8017142857142857,0.4744463293635329,10728,1750,88012
16,20,0.7691467320257176,0.6619127516778524,8.203039060315092,0.8017142857142857,0.4744463293635329,10728,1750,88012
16,8,0.7691467320257176,0.6619127516778524,8.203039060315092,0.8017142857142857,0.4744463293635329,10728,1750,88012
12,12,0.7712429218337467,0.67048,7.039843187454997,0.8055842812823164,0.47355260138755234,12500,2901,88012
12,16,0.7712429218337467,0.67048,7.039843187454997,0.8055842812823164,0.47355260138755234,12500,2901,88012
12,14,0.7712429218337467,0.67048,7.039843187454997,0.8055842812823164,0.47355260138755234,12500,2901,88012
12,18,0.7712429218337467,0.67048,7.039843187454997,0.8055842812823164,0.47355260138755234,12500,2901,88012
12,20,0.7712429218337467,0.67048,7.039843187454997,0.8055842812823164,0.47355260138755234,12500,2901,88012
12,10,0.7712429218337467,0.67048,7.039843187454997,0.8055842812823164,0.47355260138755234,12500,2901,88012
12,8,0.7712429218337467,0.67048,7.039843187454997,0.8055842812823164,0.47355260138755234,12500,2901,88012
14,18,0.7694088231994969,0.6652173913043479,7.652056700582659,0.7989276139410187,0.4732625990542407,11500,2238,88012
14,8,0.7694088231994969,0.6652173913043479,7.652056700582659,0.7989276139410187,0.4732625990542407,11500,2238,88012
14,10,0.7694088231994969,0.6652173913043479,7.652056700582659,0.7989276139410187,0.4732625990542407,11500,2238,88012
14,20,0.7694088231994969,0.6652173913043479,7.652056700582659,0.7989276139410187,0.4732625990542407,11500,2238,88012
14,16,0.7694088231994969,0.6652173913043479,7.652056700582659,0.7989276139410187,0.4732625990542407,11500,2238,88012
14,12,0.7694088231994969,0.6652173913043479,7.652056700582659,0.7989276139410187,0.4732625990542407,11500,2238,88012
14,14,0.7694088231994969,0.6652173913043479,7.652056700582659,0.7989276139410187,0.4732625990542407,11500,2238,88012
10,18,0.7725265618030495,0.6800696762955436,6.386949263264862,0.8025980641874682,0.4711194325508918,13778,3926,88012
10,16,0.7725265618030495,0.6800696762955436,6.386949263264862,0.8025980641874682,0.4711194325508918,13778,3926,88012
10,8,0.7725265618030495,0.6800696762955436,6.386949263264862,0.8025980641874682,0.4711194325508918,13778,3926,88012
10,14,0.7725265618030495,0.6800696762955436,6.386949263264862,0.8025980641874682,0.4711194325508918,13778,3926,88012
10,10,0.7725265618030495,0.6800696762955436,6.386949263264862,0.8025980641874682,0.4711194325508918,13778,3926,88012
10,12,0.7725265618030495,0.6800696762955436,6.386949263264862,0.8025980641874682,0.4711194325508918,13778,3926,88012
10,20,0.7725265618030495,0.6800696762955436,6.386949263264862,0.8025980641874682,0.4711194325508918,13778,3926,88012
