symbol,timeframe,adx_length,smoothing,flip_accuracy,whipsaw_rate,avg_trend_duration,zone_crossing_accuracy,total_flips,total_zone_entries,bars_tested,composite_score
TSLA,1hr,25,5,0.8255657036749148,0.17063492063492064,30.9402390438247,0.9074074074074074,252,18,7851,0.8824003772386011
TSLA,1hr,22,5,0.8336076940728102,0.17692307692307693,29.984555984555985,0.8717948717948719,260,26,7851,0.8705791467419374
TSLA,1hr,25,4,0.833602705695729,0.17557251908396945,29.754789272030653,0.8666666666666666,262,20,7851,0.8682892731612101
TSLA,1hr,18,5,0.8155407816335566,0.19434628975265017,27.52482269503546,0.8738738738738739,283,37,7851,0.8403369014669779
TSLA,1hr,22,4,0.8344510750900307,0.2152777777777778,27.05923344947735,0.8846153846153847,288,26,7851,0.8395718545119524
TSLA,1hr,20,5,0.8179031723608713,0.19133574007220217,28.115942028985508,0.8229166666666666,277,32,7851,0.839049093582635
TSLA,1hr,16,5,0.8401368895710171,0.17064846416382254,26.575342465753426,0.8095238095238096,293,49,7851,0.8375455977091467
TSLA,1hr,20,4,0.8178157352159058,0.23026315789473684,25.64026402640264,0.8787878787878788,304,33,7851,0.8176636101589606
TSLA,1hr,25,3,0.8128379607116253,0.28205128205128205,24.971061093247588,0.9242424242424243,312,22,7851,0.8043853181185927
TSLA,1hr,18,4,0.8332853920531358,0.24299065420560748,24.25625,0.8468468468468467,321,37,7851,0.8039219995353248
TSLA,1hr,22,3,0.829089274868238,0.2608695652173913,24.202492211838006,0.8484848484848485,322,33,7851,0.7977949631010337
TSLA,1hr,14,5,0.8142070275403608,0.23692307692307693,23.938271604938272,0.8541666666666666,325,64,7851,0.7972901443370046
TSLA,1hr,16,4,0.8282842335469324,0.23582089552238805,23.236526946107784,0.8113207547169812,335,53,7851,0.7903956630936486
TSLA,1hr,20,3,0.8246999190677352,0.2840909090909091,22.136752136752136,0.8888888888888888,352,33,7851,0.7798225873378668
TSLA,1hr,14,4,0.805325987144169,0.2727272727272727,21.42265193370166,0.8855721393034827,363,67,7851,0.769615111971539
TSLA,1hr,18,3,0.8033573110182517,0.3016304347826087,21.1716621253406,0.9302325581395349,368,43,7851,0.7663713267177623
TSLA,1hr,12,5,0.8057915057915057,0.2776280323450135,20.962162162162162,0.8333333333333334,371,84,7851,0.7569962326512649
TSLA,1hr,25,2,0.8088425978067836,0.3776041666666667,20.284595300261095,0.9027777777777778,384,24,7851,0.7380119448802475
TSLA,1hr,10,5,0.801330008312552,0.26932668329177056,19.3875,0.7862595419847329,401,131,7851,0.7377255608345854
TSLA,1hr,12,4,0.7956989247311829,0.29280397022332505,19.291044776119403,0.8333333333333334,403,96,7851,0.736167061399013
TSLA,1hr,16,3,0.7948885563613052,0.3308270676691729,19.5,0.8548387096774194,399,62,7851,0.7312918421412813
TSLA,1hr,14,3,0.8065386724394457,0.3464203233256351,17.962962962962962,0.8755555555555556,433,75,7851,0.7221591939754737
TSLA,1hr,20,2,0.7982698828556732,0.36097560975609755,18.99755501222494,0.861111111111111,410,36,7851,0.7218192290238205
TSLA,1hr,22,2,0.8027124012083376,0.37623762376237624,19.280397022332505,0.8484848484848485,404,33,7851,0.7199500572162107
TSLA,1hr,18,2,0.792886363031264,0.3881278538812785,17.780320366132724,0.9047619047619048,438,49,7851,0.7098591863091357
TSLA,1hr,8,5,0.7852494577006507,0.2928416485900217,16.973913043478262,0.767479674796748,461,205,7851,0.7038996403409225
TSLA,1hr,10,4,0.7968860580325549,0.32908704883227174,16.608510638297872,0.784037558685446,471,142,7851,0.6984422976688512
TSLA,1hr,8,4,0.7968441814595661,0.31952662721893493,15.432806324110672,0.7905604719764012,507,226,7851,0.6922963834049625
TSLA,1hr,16,2,0.7911905382317356,0.39705882352941174,16.36,0.8544600938967136,476,71,7851,0.6880113133486492
TSLA,1hr,25,1,0.7882645487319607,0.45670995670995673,16.85466377440347,0.880952380952381,462,28,7851,0.680045205945301
TSLA,1hr,12,3,0.7898699520876112,0.3757700205338809,16.0,0.7663551401869159,487,107,7851,0.6767467325143632
TSLA,1hr,14,2,0.7988886289123048,0.4182879377431907,15.192982456140351,0.846441947565543,514,89,7851,0.6747660346330208
TSLA,1hr,10,3,0.791271347248577,0.3700189753320683,14.842205323193916,0.7676767676767676,527,165,7851,0.6695181379147863
TSLA,1hr,8,3,0.782608695652174,0.34956521739130436,13.604529616724738,0.779100529100529,575,252,7851,0.6633126790993613
TSLA,1hr,20,1,0.7837006815113227,0.4868913857677903,14.579737335834897,0.9090909090909091,534,44,7851,0.6567416578381923
TSLA,1hr,22,1,0.7855689722574869,0.48023715415019763,15.386138613861386,0.8290598290598291,506,39,7851,0.6535702525884707
TSLA,1hr,18,1,0.7891723444909319,0.4928825622775801,13.85204991087344,0.8743169398907105,562,61,7851,0.6460630685146636
TSLA,1hr,12,2,0.8007534649229453,0.4562937062937063,13.649737302977233,0.7777777777777778,572,126,7851,0.6431480957163253
TSLA,1hr,10,2,0.7925445705024311,0.44336569579288027,12.682333873581848,0.7461139896373057,618,193,7851,0.6309407076740329
TSLA,1hr,16,1,0.7896636841623189,0.5147058823529411,12.718494271685762,0.8444444444444444,612,90,7851,0.6271390984052252
TSLA,1hr,8,2,0.7695293546821932,0.4433139534883721,11.39155749636099,0.7617411225658648,688,291,7851,0.6148127948541879
TSLA,1hr,14,1,0.7885661055869674,0.5253731343283582,11.651718983557549,0.8117283950617283,670,108,7851,0.6105610822718353
TSLA,1hr,12,1,0.7976777327138315,0.5380281690140845,10.994358251057827,0.753012048192771,710,166,7851,0.5964674054007543
