left_bars,right_bars,bounce_rate,interaction_rate,density_score,composite_score,total_levels,total_bounces,total_breaks,bars_tested
5,2,0.7375215146299484,0.8142957252978276,0.0,0.5392973234413276,1427,857,305,7823
6,2,0.7310606060606061,0.812933025404157,0.0,0.5363041500454895,1299,772,284,7823
7,2,0.7268093781855249,0.8120860927152318,0.0,0.5343495790887796,1208,713,268,7823
4,2,0.7334851936218679,0.8030487804878049,0.0,0.5343087115950886,1640,966,351,7823
3,2,0.7343957503320053,0.7993630573248408,0.0,0.5335672173302544,1884,1106,400,7823
9,2,0.7198177676537585,0.8137164040778498,0.0,0.5320420282848584,1079,632,246,7823
8,2,0.7190889370932755,0.8144876325088339,0.0,0.5319818645899603,1132,663,259,7823
10,2,0.7144592952612394,0.8140454995054401,0.0,0.5299973679561278,1011,588,235,7823
5,3,0.726215644820296,0.7818181818181819,0.0,0.5250317124735729,1210,687,259,7823
4,3,0.7301587301587301,0.771613832853026,0.0,0.5235476419193998,1388,782,289,7823
3,3,0.7308943089430894,0.7677902621722846,0.0,0.5226948022289212,1602,899,331,7823
6,3,0.7185697808535179,0.7839059674502713,0.0,0.5225997025764886,1106,623,244,7823
7,3,0.7092024539877301,0.7859209257473481,0.0,0.5194572593192964,1037,578,237,7823
9,3,0.7016348773841962,0.7875536480686696,0.0,0.5169200453742793,932,515,219,7823
8,3,0.7012987012987013,0.787321063394683,0.0,0.5167157995378855,978,540,230,7823
10,3,0.6965317919075145,0.7890535917901939,0.0,0.515328794300064,877,482,210,7823
5,4,0.6986301369863014,0.7525773195876289,0.0,0.5052252506708093,1067,561,242,7823
4,4,0.7001102535832414,0.7446633825944171,0.0,0.5034431162116217,1218,635,272,7823
6,4,0.6902173913043478,0.7533265097236438,0.0,0.5020849094388322,977,508,228,7823
3,4,0.7020447906523856,0.734620886981402,0.0,0.5012041823553749,1398,721,306,7823
5,5,0.6941340782122905,0.7435098650051921,0.0,0.5007065907864738,963,497,219,7823
7,4,0.6809728183118741,0.7606093579978237,0.0,0.5005719347240967,919,476,223,7823
9,4,0.6761453396524486,0.7626506024096386,0.0,0.499253316583871,830,428,205,7823
4,5,0.70062893081761,0.7286892758936755,0.0,0.49885835509514664,1091,557,238,7823
8,4,0.6747352496217852,0.761520737327189,0.0,0.49835032104687077,868,446,215,7823
10,4,0.67,0.7662835249042146,0.0,0.4978850574712644,783,402,198,7823
3,5,0.7099322799097065,0.7122186495176849,0.0,0.4976385068191881,1244,629,257,7823
5,6,0.6989247311827957,0.7233333333333334,0.0,0.49656989247311834,900,455,196,7823
6,5,0.6833333333333333,0.7432432432432432,0.0,0.49630630630630634,888,451,209,7823
7,5,0.6761904761904762,0.7508939213349225,0.0,0.49574436687666723,839,426,204,7823
4,6,0.7038567493112947,0.7103718199608611,0.0,0.4946542457127762,1022,511,215,7823
8,5,0.6722689075630253,0.7512626262626263,0.0,0.494286350903998,792,400,195,7823
9,5,0.6695804195804196,0.7526315789473684,0.0,0.49362164151637833,760,383,189,7823
7,6,0.6822107081174439,0.7338403041825095,0.0,0.4930363745017304,789,395,184,7823
6,6,0.6887417218543046,0.7250900360144058,0.0,0.4930236995460436,833,416,188,7823
10,5,0.6666666666666666,0.753120665742025,0.0,0.49260286638927414,721,362,181,7823
3,6,0.7095179233621756,0.6950171821305842,0.0,0.49231232398404545,1164,574,235,7823
8,6,0.6745454545454546,0.7362784471218207,0.0,0.490701715954728,747,371,179,7823
9,6,0.6717267552182163,0.737062937062937,0.0,0.48980958320616763,715,354,173,7823
10,6,0.6679920477137177,0.7375366568914956,0.0,0.48845781615293576,682,336,167,7823
5,7,0.6873977086743044,0.7071759259259259,0.0,0.4871118612474995,864,420,191,7823
7,7,0.6739130434782609,0.7244094488188977,0.0,0.4868880520369736,762,372,180,7823
6,7,0.680628272251309,0.7135740971357409,0.0,0.48632353804124584,803,390,183,7823
8,7,0.6673003802281369,0.7285318559556787,0.0,0.4854797088779583,722,351,175,7823
9,7,0.6660039761431411,0.7289855072463768,0.0,0.4850972426311695,690,335,168,7823
5,8,0.687392055267703,0.6984318455971049,0.0,0.4844863757862127,829,398,181,7823
7,8,0.6756238003838771,0.7136986301369863,0.0,0.48435910919464675,730,352,169,7823
6,8,0.6808118081180812,0.7038961038961039,0.0,0.4834935544160637,770,369,173,7823
10,7,0.6617954070981211,0.7290715372907154,0.0,0.4834396240264631,657,317,162,7823
4,7,0.6867647058823529,0.6952965235173824,0.0,0.4832948394081559,978,467,213,7823
8,8,0.6673387096774194,0.7167630057803468,0.0,0.4819643856050718,692,331,165,7823
4,8,0.6917057902973396,0.684154175588865,0.0,0.4819285687955953,934,442,197,7823
9,8,0.6652631578947369,0.7186081694402421,0.0,0.4816877139899674,661,316,159,7823
3,7,0.6918990703851262,0.678990081154193,0.0,0.48045665250030833,1109,521,232,7823
10,8,0.661504424778761,0.7174603174603175,0.0,0.47983986514959964,630,299,153,7823
3,8,0.6942857142857143,0.6628787878787878,0.0,0.4765779220779221,1056,486,214,7823
