smooth_length,trend_length,flip_accuracy,whipsaw_rate,avg_trend_duration,composite_score,total_flips,bars_tested
8,25,0.7868435587182434,0.22993688007213706,26.981046931407942,0.5511637441135435,1109,29938
8,20,0.7907554549752357,0.2390131071703932,23.06712962962963,0.5492212299237441,1297,29938
8,16,0.7826973509451064,0.2501690331304936,20.226657645466847,0.542081939633657,1479,29938
8,14,0.7788664780091015,0.2569620253164557,18.942368587713744,0.5382543030530984,1580,29938
8,12,0.7858066935299437,0.2696165191740413,17.65702479338843,0.5369764399696165,1695,29938
5,14,0.7873349098977817,0.2858575727181545,15.007526342197693,0.5321844133693054,1994,29938
8,10,0.7858257585264076,0.2864894194248508,16.238327904451683,0.5316378689060656,1843,29938
5,12,0.789780382517489,0.29709811146936893,13.783870967741935,0.5295452028919398,2171,29938
5,20,0.7888488330202206,0.2992173389524383,18.009638554216867,0.5293837186332293,1661,29938
5,25,0.7752713890942607,0.28377412437455324,21.38412017167382,0.5292619994339642,1399,29938
4,14,0.7916809894162274,0.30881017257039056,13.589277601090414,0.5267528280493033,2202,29938
4,25,0.7879408516558382,0.31540983606557377,19.616797900262466,0.5244848744909889,1525,29938
4,16,0.7890294303155708,0.31471588149587176,14.526724975704568,0.5241083694870141,2059,29938
8,8,0.7885280546939427,0.31862269641125124,14.51528384279476,0.5227334817983719,2062,29938
5,16,0.7754648010442335,0.3022643496577146,15.75131717597471,0.5226634029829967,1899,29938
4,12,0.7918701119903743,0.32194918783840065,12.462916666666667,0.5226610337849995,2401,29938
5,10,0.7902136814195987,0.3289201489449731,12.380380794701987,0.5198906318648476,2417,29938
4,20,0.7850318459070257,0.3326168726491134,16.073118279569893,0.5174489575379947,1861,29938
3,14,0.7945930305972623,0.3508842443729904,12.026537997587456,0.5149822277901759,2488,29938
4,10,0.7912240101264492,0.3474671669793621,11.227852852852854,0.5144996749841315,2665,29938
3,16,0.7864276079130986,0.3458351504579154,13.043630017452006,0.5134346265636626,2293,29938
5,8,0.7952782844848331,0.3652141802067947,11.05134835611378,0.5107619067536292,2708,29938
3,25,0.7891928327475434,0.363118952760387,17.0250569476082,0.5101535102572613,1757,29938
3,12,0.7946658001980221,0.3742264288314525,10.892571012381646,0.5077814172188803,2747,29938
3,20,0.7813880593922673,0.3673567645642754,14.400770712909441,0.5052343131757014,2077,29938
4,8,0.7989865420139459,0.394087069525666,9.722456938576535,0.5033170142734668,3078,29938
3,10,0.797008794045802,0.39433409312927387,9.742996742671009,0.5024559244733134,3071,29938
2,20,0.7878550968362253,0.4148527528809219,12.765584970111016,0.4932446172332528,2343,29938
2,14,0.7949232602853534,0.4271680216802168,10.135547272111149,0.49185020509997773,2952,29938
2,25,0.7896771511861065,0.42593491986401166,14.526724975704568,0.49100174632478644,2059,29938
2,16,0.7902343023937597,0.4258111556689756,10.903355215171407,0.49053556135317794,2743,29938
3,8,0.793789193075,0.43443557582668185,8.530367835757056,0.4888946112364394,3508,29938
2,12,0.7964889001221618,0.44986284669308135,9.11920731707317,0.4854643245826746,3281,29938
2,10,0.7919800414584883,0.4718826405867971,8.127989130434782,0.4768561887597715,3681,29938
2,8,0.7886085512519695,0.5002379819133745,7.1233039752439895,0.4667996371182867,4202,29938
1,25,0.7958492160104047,0.527767283717416,11.298941798941799,0.4622739695497979,2647,29938
1,20,0.7912964548014799,0.5375196232339089,9.389761306532664,0.45714453635061963,3185,29938
1,16,0.7865243431412848,0.5473396998635743,8.159934497816593,0.45204319395476344,3665,29938
1,14,0.7936293645258289,0.5601597603594608,7.468164794007491,0.45090054389542694,4006,29938
1,12,0.7910560149441309,0.570745044429255,6.816545123062899,0.4465650250137091,4389,29938
1,10,0.7911414596929753,0.588794498381877,6.053813473599029,0.4410315044822608,4944,29938
1,8,0.790178610354279,0.6281020622160084,5.230728893550078,0.4286891377676867,5722,29938
