symbol,timeframe,atr_length,factor,flip_accuracy,whipsaw_rate,avg_trend_duration,bounce_win_rate,total_flips,total_bounces,bars_tested,composite_score
MSFT,15min,16,2.5,0.7585810837004322,0.13552188552188552,25.581297388374054,1.0,1188,2,30438,0.7798609974002132
MSFT,15min,8,2.2,0.7583294737091113,0.1755464480874317,20.788106630211892,1.0,1464,2,30438,0.7419912887695633
MSFT,15min,16,3.5,0.7199374164834692,0.06534090909090909,43.14224751066856,0.0,704,0,30438,0.735642868496487
MSFT,15min,18,3.5,0.7196344331769738,0.06497175141242938,42.8981612446959,0.0,708,0,30438,0.734214686601832
MSFT,15min,20,3.5,0.717566624638993,0.06960227272727272,43.14224751066856,0.0,704,0,30438,0.7337477504418294
MSFT,15min,14,3.5,0.7269647484731284,0.0670391061452514,42.41818181818182,0.0,716,0,30438,0.7334820812334779
MSFT,15min,16,2.0,0.7553795631709347,0.2057877813504823,19.545045045045047,1.0,1555,2,30438,0.7261952135420199
MSFT,15min,8,2.0,0.7664224171233883,0.2041564792176039,18.601223241590215,1.0,1636,1,30438,0.7249987945955733
MSFT,15min,12,2.0,0.7642905722326455,0.21424109931292942,19.011875,1.0,1601,1,30438,0.7241111320458936
MSFT,15min,12,3.5,0.7248078126632874,0.08222811671087533,40.278884462151396,0.0,754,0,30438,0.7165331352462913
MSFT,15min,10,3.5,0.7419226667452596,0.08056265984654731,38.8348271446863,0.0,782,0,30438,0.7145716983401391
MSFT,15min,8,3.5,0.7541717541717542,0.08058608058608059,37.11124694376528,0.0,819,0,30438,0.7088652490071956
MSFT,15min,10,2.2,0.7653989948618184,0.1704225352112676,21.432699083861873,0.6666666666666666,1420,2,30438,0.6994818733453302
MSFT,15min,20,3.0,0.746771172366818,0.08256880733944955,34.84385763490241,0.0,872,0,30438,0.6926403326926106
MSFT,15min,18,3.0,0.7474115103552111,0.08612975391498881,33.993281075027994,0.0,894,0,30438,0.6870453070151131
MSFT,15min,12,3.0,0.7640134109594855,0.08924731182795699,32.684607104413345,0.0,930,0,30438,0.6844930999320683
MSFT,15min,16,3.0,0.7540569075222541,0.1,33.394939493949394,0.0,910,0,30438,0.6824363743594072
MSFT,15min,18,1.8,0.7651599780557525,0.24674589700056593,17.198754246885617,0.8333333333333334,1767,2,30438,0.6807825817671578
MSFT,15min,10,3.0,0.7642987356830853,0.08872651356993737,31.729362591431556,0.0,958,0,30438,0.679187727653887
MSFT,15min,14,3.0,0.7480322814653609,0.10217391304347827,33.03808487486398,0.0,920,1,30438,0.6777163815879342
MSFT,15min,12,2.2,0.760782116499008,0.16284074605451937,21.83273510409189,0.5,1394,2,30438,0.6770795354850708
MSFT,15min,20,2.8,0.758445254704102,0.10101010101010101,30.693629929221437,0.0,990,0,30438,0.6680662655263634
MSFT,15min,18,2.8,0.7588955486939382,0.10642570281124498,30.514572864321607,0.0,996,0,30438,0.665832370980989
MSFT,15min,8,3.0,0.7541763818769455,0.10159362549800798,30.27617148554337,0.0,1004,0,30438,0.6640071974589677
MSFT,15min,16,2.8,0.751863736352445,0.10742971887550201,30.516582914572865,0.0,996,0,30438,0.6631318804521765
MSFT,15min,14,2.8,0.7513378025186058,0.10946745562130178,29.974333662388943,0.0,1014,0,30438,0.6592961522036869
MSFT,15min,12,2.8,0.7540444170878954,0.10617760617760617,29.33816425120773,0.0,1036,1,30438,0.6573794654212199
MSFT,15min,12,1.8,0.7686401947538251,0.24401114206128133,16.955964325529543,0.6666666666666666,1795,1,30438,0.6562774312261773
MSFT,15min,16,1.8,0.7668945154752129,0.24789680314077397,17.04489337822671,0.6666666666666666,1783,1,30438,0.6552103528489537
MSFT,15min,10,2.8,0.7481294624786656,0.10207939508506617,28.727530747398298,0.0,1058,0,30438,0.6527952949026317
MSFT,15min,8,2.8,0.7562560287222168,0.11588785046728972,28.406922357343312,0.0,1070,0,30438,0.6503296229149698
MSFT,15min,20,1.8,0.7665189974997437,0.24276800907543958,17.237797956867198,0.5,1763,2,30438,0.6324789604146711
MSFT,15min,14,2.5,0.7653813446481733,0.13484087102177555,25.452640402347026,0.0,1194,0,30438,0.6316658029295291
MSFT,15min,20,2.5,0.760120381731822,0.1407849829351536,25.92997438087105,0.0,1172,0,30438,0.6311044851699221
MSFT,15min,18,2.5,0.7588916843724536,0.13682432432432431,25.66779374471682,0.0,1184,0,30438,0.6301453256253792
MSFT,15min,14,1.5,0.775436230193448,0.3021749190189727,14.08287037037037,0.6666666666666666,2161,2,30438,0.6274661408816303
MSFT,15min,12,2.5,0.7575095721212172,0.1389351081530782,25.323064113238967,0.0,1202,1,30438,0.6271362566721821
MSFT,15min,10,2.5,0.754787060640555,0.1388888888888889,24.867538838920687,0.0,1224,0,30438,0.623555261957899
MSFT,15min,8,2.5,0.7557280432410485,0.1377388535031847,24.23346613545817,0.0,1256,1,30438,0.6204978004399244
MSFT,15min,20,2.2,0.7555495687700241,0.17243920412675018,22.39896755162242,0.0,1357,0,30438,0.6011297239156157
MSFT,15min,18,2.2,0.7552267441860465,0.16775599128540306,22.0734011627907,0.0,1377,1,30438,0.6003009516628715
MSFT,15min,16,2.2,0.757955869508216,0.16943042537851477,21.914141414141415,0.0,1387,1,30438,0.5999146611797042
MSFT,15min,14,2.2,0.7582810335187068,0.1715721464465183,21.853448275862068,0.0,1393,1,30438,0.5991413346976406
MSFT,15min,20,2.0,0.7578396244521158,0.2006514657980456,19.79986962190352,0.0,1535,0,30438,0.5798169672262583
